Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNP_M_R
323,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
332,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
335,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
340,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
345,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
348,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
353,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
356,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
359,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
364,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
367,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
389,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
391,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
392,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
393,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
394,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
395,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
396,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
398,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
399,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
400,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
402,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
423,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
424,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
425,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
434,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
438,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
440,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
441,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
442,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
443,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
444,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
445,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
446,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
447,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
448,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
449,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
450,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
451,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
452,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
454,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
455,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
457,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
458,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
459,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
460,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
461,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
462,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
463,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
465,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
467,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
468,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
469,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
471,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
473,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
474,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
475,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
476,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
477,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
478,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
479,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
482,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
483,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
484,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
487,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
488,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
489,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
493,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
494,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
503,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
507,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
508,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
536,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
537,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
541,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
542,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
545,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
546,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
549,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
550,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
552,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
553,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
554,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
556,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
561,NULL,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
562,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
563,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
564,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
565,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
566,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
567,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
568,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
569,NULL,NULL,Water,NULL,Water,Grassland,Built-up,Grassland
570,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
571,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
572,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
573,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
574,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
575,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
576,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Built-up
577,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
578,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
579,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
580,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
581,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
582,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
583,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
584,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
585,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
586,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
587,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
588,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
589,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
590,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
591,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
592,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
593,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
594,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
595,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
596,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
597,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
598,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
599,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
600,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
601,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
602,NULL,NULL,Water,Water,Water,Bareland,Grassland,Forest
603,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
604,NULL,NULL,Water,Water,Water,Water,Grassland,Water
605,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
606,NULL,NULL,Water,Water,Water,Water,Water,Water
607,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
613,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
614,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
651,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
668,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
