Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R
4148,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4149,NULL,Forest,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
4150,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4151,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4152,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4153,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4154,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4155,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4156,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4157,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4158,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4159,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4160,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
4161,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
4162,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4163,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4164,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4165,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4166,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
4167,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4168,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4169,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4170,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
4171,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4172,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4173,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4174,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4175,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4176,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4177,NULL,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
4178,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4179,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
4180,NULL,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4181,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4182,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4183,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4184,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4185,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4186,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4187,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4188,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4189,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
4190,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4191,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
4192,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4193,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4194,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4195,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4197,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4198,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
4199,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
4200,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4201,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4202,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4203,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4204,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4205,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4206,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4207,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4208,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4209,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
4210,NULL,Forest,Water,NULL,Water,NULL,Wetland,Wetland
4211,NULL,Forest,Water,NULL,Water,NULL,Wetland,Water
4212,NULL,Forest,Water,NULL,Water,NULL,Wetland,Forest
4213,NULL,Forest,Water,NULL,Water,NULL,Forest,Forest
4214,NULL,Forest,Water,NULL,Water,Cropland,Wetland,Grassland
4215,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
4216,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4217,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Water
4218,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4219,NULL,Forest,Water,NULL,Water,Wetland,Water,Forest
4220,NULL,Forest,Water,NULL,Water,Bareland,Water,Grassland
4221,NULL,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
4222,NULL,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
4223,NULL,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
4224,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
4225,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
4226,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
4227,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Water
4228,NULL,Forest,Water,Non_Water,Water,Water,Water,Water
4229,NULL,Forest,Water,Water,Water,NULL,Wetland,Grassland
4230,NULL,Forest,Water,Water,Water,NULL,Wetland,Wetland
4231,NULL,Forest,Water,Water,Water,NULL,Wetland,Water
4232,NULL,Forest,Water,Water,Water,NULL,Water,Water
4233,NULL,Forest,Water,Water,Water,Wetland,NULL,Wetland
4234,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4235,NULL,Forest,Water,Water,Water,Wetland,Wetland,Water
4236,NULL,Forest,Water,Water,Water,Wetland,Water,Wetland
4237,NULL,Forest,Water,Water,Water,Wetland,Water,Water
4238,NULL,Forest,Water,Water,Water,Water,Water,Water
4239,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4240,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4241,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4242,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4243,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4244,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4245,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4246,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4247,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4248,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4249,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4250,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4251,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4252,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4253,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4254,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4255,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4256,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4257,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4258,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4259,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4260,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4261,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4262,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4263,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4264,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4265,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4266,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4267,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4268,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4269,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4270,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4271,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4272,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4273,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4274,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4275,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4276,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4277,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4278,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4279,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
4280,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4281,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
4282,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4283,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4284,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4285,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4286,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4287,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4288,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4289,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4290,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4291,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4292,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4293,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4294,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4295,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
4296,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4297,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4298,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4299,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4300,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4301,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4302,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4303,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4304,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4305,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4306,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4307,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4308,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4309,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4310,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4311,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4312,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4313,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4314,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4315,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4316,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
4317,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4318,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4319,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
4320,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4321,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4322,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4323,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4324,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4325,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4326,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4327,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4328,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4329,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4330,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4331,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
4332,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4333,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4334,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4335,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4336,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4337,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4338,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4339,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4340,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4341,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
4342,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4343,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4344,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4345,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4346,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4347,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4348,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4349,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4350,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4351,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4352,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4353,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4354,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
4355,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4356,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4357,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4358,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4359,NULL,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
4360,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4361,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4362,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4363,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4364,NULL,Forest,Forest,Water,Non_Wetland,Bareland,NULL,Forest
4365,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4366,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4367,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4368,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4369,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4370,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4371,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4372,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4373,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4374,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4375,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4376,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4377,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4378,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4379,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4380,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4381,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4382,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4383,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4385,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4386,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4387,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4388,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4389,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4390,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4391,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4392,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4393,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4394,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4395,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4396,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4397,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4398,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4399,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4400,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4401,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4402,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4403,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4404,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4405,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4406,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4407,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4408,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4409,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4410,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
4411,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4412,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
4413,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4414,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4415,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
4416,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4417,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4418,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4419,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4420,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
4421,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4422,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4423,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4424,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4425,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4426,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4427,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4428,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4429,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4430,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4431,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4432,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
4433,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4434,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4435,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4436,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4437,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4438,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4439,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4440,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4441,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4442,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4443,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4444,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4445,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4446,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
4447,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4448,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4449,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4450,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4451,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4452,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4453,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Cropland
4454,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
4455,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4456,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4457,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
4458,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4459,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
4460,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4461,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4462,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4463,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4464,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4465,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4466,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
4467,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4468,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
4469,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4470,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4471,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4472,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4473,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4474,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
4475,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
4476,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4477,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4478,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
4479,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
4480,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4481,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
4482,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4483,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
