Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R
4231,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4232,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4233,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4234,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4235,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4236,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4237,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4238,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4239,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4240,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4241,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4242,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4243,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4244,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4245,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4246,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
4247,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4248,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4249,NULL,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4250,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4251,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4252,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4253,NULL,Water,NULL,Water,Non_Wetland,Bareland,Built-up,Built-up
4254,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4255,NULL,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
4256,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4257,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4258,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4259,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4260,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4261,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4262,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
4263,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4264,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4265,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4266,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4267,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4268,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4269,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4270,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4271,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4272,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
4273,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4274,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4275,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
4276,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4277,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4278,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
4279,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4280,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4281,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
4282,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4283,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
4284,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4285,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
4286,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4287,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4288,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4289,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4290,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4291,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4292,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4293,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4294,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4295,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4296,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4297,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4298,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4299,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4300,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4301,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4302,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4303,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4304,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4305,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
4306,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4307,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4308,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4309,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4310,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4311,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4312,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4313,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4314,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4315,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4316,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4317,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4318,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4319,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4320,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4321,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
4322,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4323,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4324,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4325,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
4326,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4327,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
4328,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4329,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4330,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4331,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4332,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4333,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
4334,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4335,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4336,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4337,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4338,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4339,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4340,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4341,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4342,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4343,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4344,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4345,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4346,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4347,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4348,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4349,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
4350,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4351,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
4352,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4353,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4354,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
4355,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4356,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4357,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
4358,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4359,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4360,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
4361,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4362,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4363,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4364,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4365,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4366,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
4367,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
4368,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
4369,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4370,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4371,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4372,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4373,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4374,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4375,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4376,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4377,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4378,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4379,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4380,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4381,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4382,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4383,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
4384,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4385,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4386,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4387,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4388,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4389,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4390,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4391,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4392,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4393,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
4394,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4395,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4396,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4397,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4398,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4399,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4400,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
4401,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4402,NULL,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4403,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4404,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4405,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4406,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4407,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4408,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4409,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4410,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4411,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
4412,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4413,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4414,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4415,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4416,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4417,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4418,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
4419,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4420,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4421,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
4422,NULL,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4423,NULL,Water,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
4424,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4425,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
4426,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
4427,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
4428,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
4429,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4430,NULL,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4431,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4432,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
4433,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4434,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4435,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4436,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4437,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4438,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
4439,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4440,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4441,NULL,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
4442,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4443,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
4444,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
4445,NULL,Water,Water,NULL,Water,NULL,NULL,NULL
4446,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
4447,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
4448,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
4449,NULL,Water,Water,NULL,Water,Wetland,Shrubland,Grassland
4450,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
4451,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
4452,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
4453,NULL,Water,Water,Water,Water,NULL,Water,Grassland
4454,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4455,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4456,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4457,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4458,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4459,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4460,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4461,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4462,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4463,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4464,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4465,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
4466,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4467,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4468,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4469,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4470,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4471,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4472,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4473,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4474,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4475,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4476,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4477,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4478,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
4479,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4480,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4481,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4482,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4483,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
4484,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4485,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4486,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
4487,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
4488,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4489,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4490,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
4491,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
4492,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4493,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4494,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4495,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4496,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4497,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4498,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4499,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4500,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4501,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4502,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4503,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4504,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4505,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4506,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4507,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4508,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4509,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4510,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4511,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4512,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4513,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4514,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4515,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4516,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4517,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4518,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4519,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4520,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4521,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
4522,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4523,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4524,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4525,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4526,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4527,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4528,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4529,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4530,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4531,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4532,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4533,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4534,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4535,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4536,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4537,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4538,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4539,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4540,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4541,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4542,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4543,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4544,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4545,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4546,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4547,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4548,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4549,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4550,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4551,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4552,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4553,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4554,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4555,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4556,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4557,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4558,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4559,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4560,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4561,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4562,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4563,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4564,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4565,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4566,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4567,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4568,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
