Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFM_M_R
11308,Wetland,Forest,Water,NULL,Water,Water,Forest,Forest
11309,Wetland,Forest,Water,NULL,Water,Forest,Shrubland,Forest
11310,Wetland,Forest,Water,Non_Water,Water,NULL,Shrubland,Wetland
11311,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
11312,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Water
11313,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
11314,Wetland,Forest,Water,Non_Water,Water,Shrubland,Water,Grassland
11315,Wetland,Forest,Water,Non_Water,Water,Shrubland,Water,Wetland
11316,Wetland,Forest,Water,Non_Water,Water,Shrubland,Forest,Wetland
11317,Wetland,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
11318,Wetland,Forest,Water,Non_Water,Water,Bareland,Shrubland,Wetland
11319,Wetland,Forest,Water,Non_Water,Water,Bareland,Shrubland,Forest
11320,Wetland,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
11321,Wetland,Forest,Water,Water,Water,Shrubland,Shrubland,Wetland
11322,Wetland,Forest,Water,Water,Water,Shrubland,Water,Wetland
11323,Wetland,Forest,Water,Water,Water,Shrubland,Water,Forest
11324,Wetland,Forest,Water,Water,Water,Shrubland,Forest,Grassland
11325,Wetland,Forest,Water,Water,Water,Shrubland,Forest,Wetland
11326,Wetland,Forest,Water,Water,Water,Bareland,Shrubland,Wetland
11327,Wetland,Forest,Water,Water,Water,Bareland,Shrubland,Water
11328,Wetland,Forest,Water,Water,Water,Bareland,Water,Wetland
11329,Wetland,Forest,Water,Water,Water,Bareland,Water,Water
11330,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
11331,Wetland,Forest,Water,Water,Water,Water,Water,Water
11332,Wetland,Forest,Water,Water,Water,Water,Forest,Water
11333,Wetland,Forest,Water,Water,Water,Water,Forest,Forest
11334,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11335,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11336,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11337,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11338,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11339,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11340,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11341,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11342,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11343,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11344,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11345,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11346,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11347,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11348,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11349,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11350,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11351,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11352,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11353,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11354,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11355,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11356,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11357,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11358,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11359,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11360,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11361,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11362,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11363,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11364,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11365,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11366,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11367,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11368,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11369,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11370,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
11371,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11372,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11373,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11374,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
11375,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11376,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11377,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11378,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11379,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11380,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11381,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11382,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11383,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11384,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11385,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11386,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11387,Wetland,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11388,Wetland,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11389,Wetland,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
11390,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
11391,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
11392,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
11393,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11394,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11395,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11396,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11397,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11398,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
11399,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11400,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11401,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
11402,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11403,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11404,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11405,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11406,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
11407,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11408,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11409,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11410,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11411,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11412,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11413,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11414,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11415,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11416,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11417,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11418,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
11419,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11420,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11421,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11422,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11423,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11424,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11425,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11426,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11427,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11428,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11429,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11430,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
11431,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11432,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11433,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11434,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
11435,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
11436,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
11437,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11438,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
11439,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11440,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11441,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11442,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11443,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11444,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11445,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11446,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11447,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11448,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11449,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11450,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
11451,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11452,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11453,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
11454,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11455,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11456,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11457,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11458,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11459,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11460,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11461,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11462,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11463,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11464,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11465,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
11466,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
11467,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11468,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11469,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11470,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11471,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11472,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11473,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11474,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11475,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11476,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11477,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11478,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11479,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11480,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11481,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11482,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11483,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11484,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
11485,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11486,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11490,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11491,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11492,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11493,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11494,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11495,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11496,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11497,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11498,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11499,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11500,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11501,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11502,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11503,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11504,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11505,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11506,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11507,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11508,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11516,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11517,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11521,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11525,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11526,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11527,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
11528,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11529,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11530,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11531,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11532,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
11533,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11534,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11535,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11536,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11538,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11539,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
11540,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
11542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11544,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11545,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
11553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11565,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11566,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11567,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11568,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11569,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11570,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11571,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11572,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
11573,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11574,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11579,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11580,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11581,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11582,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
11583,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11584,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11585,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11586,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11587,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11588,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11589,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11590,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
11591,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11592,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
11593,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11594,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
11595,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
11596,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11597,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11598,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11599,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11600,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11601,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11602,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11603,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11604,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11605,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11606,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11607,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11608,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11609,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11610,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11611,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
11612,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11613,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11614,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11615,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11616,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
