Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUQ_M_R
1725,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1726,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1727,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1728,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1729,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1730,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1731,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1732,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1734,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1735,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1736,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1737,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1738,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1739,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1741,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1742,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1743,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1744,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1745,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1748,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1751,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1753,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1754,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1755,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1756,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1757,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1758,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1759,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1760,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1761,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1763,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1764,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1765,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1766,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1767,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1768,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1769,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1770,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1771,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1772,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1773,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1774,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1775,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1776,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1777,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1778,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1779,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1780,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1781,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1783,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1784,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1786,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1787,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1788,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1789,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1790,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1791,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1795,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1796,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1797,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1798,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1799,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1800,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1801,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1802,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1804,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1805,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1807,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1808,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1809,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1810,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1811,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1813,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1814,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1815,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1816,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1817,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1818,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1819,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1820,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1821,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1822,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1823,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1824,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1825,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1826,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1827,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1828,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1829,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1830,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1831,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1832,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1833,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1834,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1835,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1836,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1837,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1838,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1839,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1840,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1841,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1842,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1844,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1845,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1846,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1847,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1848,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1849,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1850,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1852,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1853,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1854,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1855,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1856,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1857,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1858,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1859,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1860,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1861,Water,Water,Water,NULL,Water,NULL,NULL,Water
1862,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1863,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1864,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1865,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1866,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1867,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1868,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1869,Water,Water,Water,Water,Water,NULL,NULL,NULL
1870,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1871,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1872,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1873,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1874,Water,Water,Water,Water,Water,NULL,NULL,Water
1875,Water,Water,Water,Water,Water,NULL,NULL,Forest
1876,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1877,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1879,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1880,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1882,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1883,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1884,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1885,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1886,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1887,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1888,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1889,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1890,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1891,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1892,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1893,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1894,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1895,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1896,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1897,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1898,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1900,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1901,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1902,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1903,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1904,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1905,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1906,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1907,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1908,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1909,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1910,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1911,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1912,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1913,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1914,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1915,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1916,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1917,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1918,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
1919,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1920,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1921,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1922,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1923,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1924,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1925,Water,Forest,Water,Water,Water,NULL,NULL,Water
1926,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1927,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1928,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1929,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1930,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1931,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1932,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1933,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1934,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1935,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1937,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1938,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1939,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1940,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1941,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1942,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1943,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1944,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1945,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1947,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1949,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1950,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1951,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1952,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1953,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1954,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1955,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1956,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1957,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1958,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1959,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1960,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1961,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1962,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1963,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1966,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1967,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1968,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1969,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1970,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1971,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Water
1972,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Forest
1973,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Water
1974,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1976,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1977,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1978,Permanent_ice_and_snow,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1979,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Water
1980,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1981,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1982,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1984,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1985,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1986,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1988,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1989,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1990,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1991,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1992,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1993,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1994,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1995,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1996,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1997,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1998,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1999,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2000,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2001,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2002,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2003,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2004,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2005,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2006,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2007,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2008,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2009,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2010,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2015,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2016,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2017,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2018,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2019,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2020,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2021,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2022,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2023,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2024,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2025,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2026,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2027,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2028,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2029,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2030,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2031,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2032,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2033,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2034,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2035,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2036,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2037,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2038,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2039,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2040,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2041,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2042,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2043,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2044,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2045,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2046,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2047,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2048,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2049,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2050,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2051,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2052,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2053,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2054,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2055,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2056,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2057,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2058,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2059,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2060,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2061,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2062,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2063,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2064,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2065,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2066,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2067,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2068,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2069,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2070,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2071,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
