Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
341,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
343,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
344,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
345,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
346,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
347,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
348,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
349,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
350,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
351,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
354,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
355,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
356,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
357,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
358,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
359,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
360,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
361,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
362,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
363,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
364,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
365,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
366,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
369,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
370,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
371,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
373,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
374,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
376,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
377,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
414,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
415,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
416,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
417,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
418,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
419,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
420,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
421,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
454,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
455,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
456,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
457,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
458,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
459,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
464,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
465,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
466,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
467,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
468,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
469,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
470,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
471,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
472,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
473,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
474,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
475,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
476,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
477,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
478,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
479,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
480,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
481,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
482,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
483,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
484,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
485,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
486,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
487,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
488,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
489,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
490,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
491,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
492,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
493,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
494,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
495,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
496,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
497,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
498,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
499,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
500,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
501,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
502,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
503,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Forest
504,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
505,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Wetland
506,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
507,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
508,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
509,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Forest
510,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
511,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
512,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
513,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
514,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
515,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
516,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Forest
517,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
518,NULL,Built-up,Wetland,Water,Wetland,Forest,Forest,Forest
519,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Bareland,Forest
520,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
522,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
523,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
524,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
525,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
526,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
530,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
532,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
533,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
535,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
570,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
571,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
572,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
573,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Forest
574,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
575,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
576,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
577,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
578,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
579,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
580,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
581,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Forest
582,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
583,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
584,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
590,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
591,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
592,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
593,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
594,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
595,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
596,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
597,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
598,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
599,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
600,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
601,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
603,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
605,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
606,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
607,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
608,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
609,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
610,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
611,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
613,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
614,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
615,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
616,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
617,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
619,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
621,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
622,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
623,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
624,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
625,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
626,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
627,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
628,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
629,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
630,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
631,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
632,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
635,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
636,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
637,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
638,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
639,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
640,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
641,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
642,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
643,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
644,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
645,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
646,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
647,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
648,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
649,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
650,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
651,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
652,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
653,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
654,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
655,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
656,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
657,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
658,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
659,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
660,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
661,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
662,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
663,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
664,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
665,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
666,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
667,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
