Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHE_M_R
344,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
345,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
346,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
347,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
348,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
349,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
350,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
351,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
352,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
353,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
354,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
355,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
356,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
357,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
358,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
363,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
364,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
365,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
366,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
367,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
368,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
369,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
370,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
371,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
372,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
373,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
374,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
375,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
376,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
377,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
378,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
379,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
380,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
381,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
382,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
383,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
384,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
385,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
386,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
387,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
388,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
389,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
390,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
391,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
392,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
393,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
394,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
395,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
396,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
397,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
398,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
399,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
400,NULL,Bareland,Wetland,NULL,Wetland,Water,Bareland,NULL
401,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
402,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
403,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
404,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
405,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
406,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
407,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
408,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
409,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
410,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
411,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
412,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
413,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
414,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
415,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
416,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
417,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
419,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
420,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
421,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
422,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
423,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
424,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
425,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
426,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,NULL
427,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
428,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
454,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
455,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,NULL
456,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
457,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
458,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
459,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
464,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
465,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
466,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
467,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
468,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
469,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
470,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
471,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
472,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
473,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
474,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
475,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
483,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
484,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
485,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Water,NULL
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
494,NULL,Built-up,Wetland,NULL,NULL,Grassland,Bareland,NULL
495,NULL,Built-up,Wetland,NULL,NULL,Built-up,Bareland,NULL
496,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
497,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
498,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
499,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
500,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
501,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
502,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
503,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
504,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
505,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,NULL
506,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
507,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
508,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
509,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
510,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
511,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
512,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
513,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
514,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
515,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
516,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
517,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
518,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
519,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
520,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
521,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
522,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
523,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
524,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,NULL
525,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,NULL
526,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
527,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,NULL
528,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,NULL
529,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
530,NULL,Built-up,Wetland,NULL,Wetland,Water,Forest,NULL
531,NULL,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
532,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
533,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
534,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
535,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
536,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
537,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
538,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
539,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
540,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
541,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
542,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
543,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
544,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
545,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
546,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Forest,NULL
547,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
548,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Forest,NULL
549,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
550,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
577,NULL,Built-up,Water,NULL,Water,Wetland,Water,NULL
578,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,NULL
579,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,NULL
580,NULL,Built-up,Water,NULL,Water,Built-up,Water,NULL
581,NULL,Built-up,Water,NULL,Water,Water,Water,NULL
582,NULL,Built-up,Water,NULL,Water,Forest,Water,NULL
583,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
584,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
585,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
586,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
590,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
591,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
592,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
593,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
594,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
595,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
596,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
597,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
598,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
599,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
600,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
601,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
606,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
607,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
608,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
609,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
610,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,NULL
611,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
612,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,NULL
613,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
614,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
615,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
616,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
617,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
618,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
619,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
620,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
621,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
622,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
623,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
624,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
625,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
626,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
627,NULL,Water,Wetland,NULL,NULL,Water,Water,NULL
628,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
629,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
630,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
631,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
632,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
633,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
634,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
635,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
636,NULL,Water,Wetland,NULL,Wetland,Water,Forest,NULL
637,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
638,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
639,NULL,Water,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
640,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
641,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
642,NULL,Water,Water,NULL,NULL,Water,Water,NULL
643,NULL,Water,Water,NULL,Water,Bareland,Water,NULL
644,NULL,Water,Water,NULL,Water,Water,Bareland,NULL
645,NULL,Water,Water,NULL,Water,Water,Water,NULL
646,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
647,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
648,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
649,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
650,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
651,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
652,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
653,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
654,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
655,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
656,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
657,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
658,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
659,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
660,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
661,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
662,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
663,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
664,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
665,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
666,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
667,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
668,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
669,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
670,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
671,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
672,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
673,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
674,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
675,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
676,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
677,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
678,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
679,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
680,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
681,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
682,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
683,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
684,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
685,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
