Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R
1673,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1674,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1675,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1676,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1677,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1678,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1679,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1680,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1683,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1684,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1685,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1686,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1687,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1690,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1691,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1692,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1693,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1694,Water,Forest,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1695,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1696,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1697,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1698,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1699,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1702,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1703,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1704,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1705,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1706,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1707,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1708,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1709,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1710,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1711,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1712,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1713,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1716,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1717,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1718,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1719,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1723,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1724,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1725,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1726,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1727,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1728,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1729,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1730,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1731,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1732,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1733,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1734,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1735,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1736,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1737,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1738,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1740,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1741,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1742,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1743,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1744,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1745,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1748,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1749,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1750,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1751,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1752,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1753,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1754,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1755,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1756,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1757,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1758,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1761,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1762,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1763,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1765,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1766,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1767,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1771,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1772,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Permanent_ice_and_snow,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1774,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1775,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1776,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1777,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1780,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1783,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1784,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1786,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1788,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1789,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1790,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1792,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1793,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1794,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1795,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1796,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1797,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1798,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1799,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1800,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1801,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1803,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1805,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1806,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1807,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1808,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1811,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1812,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1813,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1814,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
1815,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1816,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1817,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1818,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1820,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1822,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1823,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1824,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1825,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1826,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1827,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1828,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1829,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1830,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1831,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1832,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1833,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1834,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Permanent_ice_and_snow,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Permanent_ice_and_snow,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1838,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1839,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1840,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1841,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1842,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1843,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1844,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1845,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1846,Permanent_ice_and_snow,Built-up,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1847,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1848,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1849,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1850,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1851,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1852,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1853,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1855,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1856,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1857,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1858,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1859,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1860,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1861,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1862,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1863,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1864,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1865,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1866,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1867,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1868,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1869,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1870,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
1871,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
1872,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1873,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1874,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
1875,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1876,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1877,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1879,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1880,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1881,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1882,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1883,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1884,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1886,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1887,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1888,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1890,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1891,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1892,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1893,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1894,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1895,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
1896,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1897,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
1898,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1899,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1900,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1902,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1903,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1904,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1905,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1906,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1907,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1908,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1909,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1910,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1911,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1913,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1914,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1915,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
1916,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
1917,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Water
1918,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1919,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
1920,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1921,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1923,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1924,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1925,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1927,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1928,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1929,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1930,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1931,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1932,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1933,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1934,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1935,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1936,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1937,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1938,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1939,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1940,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1941,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1942,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1943,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1944,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1945,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1946,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1947,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1948,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1949,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1950,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1951,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1952,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1953,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1954,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
