Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGM_M_R
339,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
341,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
342,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
346,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
348,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
350,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
354,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
355,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
356,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
357,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
358,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
359,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
360,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
361,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
362,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
363,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
364,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
365,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
366,NULL,Bareland,Wetland,Water,Wetland,Built-up,Water,Grassland
367,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
368,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
369,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
370,NULL,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
371,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
372,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
373,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
374,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
375,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
376,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
377,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
378,NULL,Bareland,Water,Water,Water,Water,Wetland,Water
379,NULL,Bareland,Water,Water,Water,Water,Bareland,Water
380,NULL,Bareland,Water,Water,Water,Water,Water,Water
381,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
383,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
385,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
386,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
387,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
388,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
389,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
390,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
393,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
394,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
395,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
396,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
398,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
399,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
400,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
407,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
408,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
410,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
411,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
416,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
429,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
431,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
432,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
435,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
436,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
437,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
438,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
439,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Water
440,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
442,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
443,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
444,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
445,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
447,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
448,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
449,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
450,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
451,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
452,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
454,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
455,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
456,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
457,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
458,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
459,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
460,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
461,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
462,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
463,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
464,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
466,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
467,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
468,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
469,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
470,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
471,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
472,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
473,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
474,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
475,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
476,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
477,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
478,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
479,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
480,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
481,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
482,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
483,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
484,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
485,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
486,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
487,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Water,Water
488,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
489,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
490,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
491,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
492,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
493,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
494,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Forest
495,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
496,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
497,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
498,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
499,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
500,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
501,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
502,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
503,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
504,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
505,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
506,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
507,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
508,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
509,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
510,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
511,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
512,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
513,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
514,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
515,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Water
516,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
517,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
518,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
519,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
520,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
521,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
522,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
523,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
524,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
525,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
526,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
527,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
528,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
529,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
531,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
533,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
534,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
535,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
574,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
575,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
576,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
577,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
578,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
579,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
580,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
581,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
583,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
584,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
585,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
587,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
588,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
589,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
590,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
591,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
592,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
593,NULL,Built-up,Water,Water,Water,Grassland,Bareland,Forest
594,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Water
595,NULL,Built-up,Water,Water,Water,Wetland,Water,Grassland
596,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
597,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
598,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
600,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
601,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
606,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
607,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
609,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
610,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
611,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
612,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
613,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
615,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
616,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
617,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
618,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
620,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
621,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
623,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
624,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
625,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
626,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
628,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
629,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
630,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
631,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
632,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
633,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
634,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
635,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
636,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
637,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
639,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
640,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
641,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
642,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
644,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
645,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
646,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
647,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
648,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
649,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
650,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
651,NULL,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
652,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
653,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
654,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
655,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
656,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
657,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
658,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
659,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
660,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
661,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
662,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
663,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
664,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
665,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
666,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
667,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
668,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
669,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
670,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
671,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
672,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
