Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
320,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
322,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
325,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
338,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
342,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
351,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
356,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
358,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
365,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
371,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
377,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
381,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
385,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
402,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
403,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
405,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
484,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
500,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
502,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
503,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
504,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
505,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
506,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
507,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
508,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
509,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
510,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
511,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
512,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
513,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
514,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
515,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
516,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
517,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
518,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
519,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
520,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
521,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
522,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
523,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
524,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
525,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
526,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
529,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
530,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
531,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
532,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
533,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
534,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
535,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
536,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
537,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
538,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
539,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
540,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
541,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
542,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
543,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
545,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
547,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
548,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
553,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
554,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
555,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
556,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
557,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
559,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
560,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
562,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
563,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
565,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
566,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
567,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
568,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
569,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
570,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
571,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
572,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
573,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
577,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
578,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
579,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
580,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
582,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
584,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
587,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
588,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
590,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
591,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
592,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
594,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
595,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
598,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
604,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
606,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
608,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
611,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
612,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
620,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
624,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
625,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
627,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
628,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
629,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
631,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
635,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
638,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
642,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
645,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
646,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
648,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
649,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
