Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUM_M_R
328,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
330,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
331,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
332,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
333,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
338,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
340,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
353,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
354,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
356,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
358,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
359,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
360,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
361,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
362,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
363,NULL,NULL,Water,Water,Water,Water,Wetland,Water
364,NULL,NULL,Water,Water,Water,Water,Water,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
367,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
370,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
373,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
376,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
384,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
385,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
388,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
403,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
408,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
410,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
414,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
435,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
436,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
438,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
439,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
440,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
443,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
444,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
445,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
446,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
447,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
448,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
449,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
450,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
451,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
453,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
454,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
455,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
456,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
457,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
458,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
459,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
460,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
461,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
462,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
463,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
464,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
465,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
466,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
467,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
468,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
469,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
470,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
473,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
474,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
475,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
476,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
477,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
478,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
479,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
480,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
481,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
482,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
483,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
485,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
486,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
488,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
489,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
490,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
505,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
506,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
507,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
523,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
524,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
525,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
526,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
527,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
528,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
529,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
530,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
534,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
535,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
536,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
537,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
538,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
540,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
541,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
543,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
544,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
545,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
546,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
547,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
548,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
549,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
550,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
551,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
552,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
553,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
581,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
582,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
583,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
584,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
588,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
589,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
590,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
591,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
592,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
593,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
594,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
595,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
596,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
597,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
598,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
599,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
600,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
601,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
602,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
603,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
604,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
605,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
607,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
608,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
609,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
610,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
612,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
613,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
614,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
615,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
616,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
617,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
619,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
620,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
621,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
622,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
623,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
624,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
625,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
626,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
627,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
628,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
629,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
630,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
631,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
632,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
633,NULL,Water,Wetland,NULL,Wetland,Bareland,Built-up,Forest
634,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
635,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
636,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
637,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
638,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
639,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
640,NULL,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
641,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
642,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
643,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
644,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
645,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
646,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
647,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
648,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
649,NULL,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
650,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
651,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
652,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
653,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
654,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
655,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
656,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
657,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
658,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
659,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
660,NULL,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
661,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
662,NULL,Water,Water,NULL,Water,Wetland,Water,Bareland
663,NULL,Water,Water,NULL,Water,Water,Water,Water
