Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R
326,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
327,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
328,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
329,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
330,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
332,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
334,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
337,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
338,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
341,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
342,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
343,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
344,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
345,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
346,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
348,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
350,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
351,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
352,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
353,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
354,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
355,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
356,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
357,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
359,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
360,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
361,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
363,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
364,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
365,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
366,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
367,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
368,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
369,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
370,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
371,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
372,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
373,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
374,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
375,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
376,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
377,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
378,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
379,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
380,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
381,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
383,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
384,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
387,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
390,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
391,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
392,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
393,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
394,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
396,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
397,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
398,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
400,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
403,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
406,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
408,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
409,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
412,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
413,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
414,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
415,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
416,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
417,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
419,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
420,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
421,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
423,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
424,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
429,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
430,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
435,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
436,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
438,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
441,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
447,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
448,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
462,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
464,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
465,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
467,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
468,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
469,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
471,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
472,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
473,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
474,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
475,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
476,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
477,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
478,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
486,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
502,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
503,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
510,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
513,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
515,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
518,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
520,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
521,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
524,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
525,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
526,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
529,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
536,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
539,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
550,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
552,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
553,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
554,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
555,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
556,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
558,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
559,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
560,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
562,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
563,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
564,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
565,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
567,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
568,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
570,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
575,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
576,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
577,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
578,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
579,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
580,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
582,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
583,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
584,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
586,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
587,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
588,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
589,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
590,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
591,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
592,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
593,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
595,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
596,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
598,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
603,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
605,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
606,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
607,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
608,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
610,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
612,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
613,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
614,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
615,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
616,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
617,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
618,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
620,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
621,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
622,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
623,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
625,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
628,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
629,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
630,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
631,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
633,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
634,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
635,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
636,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
637,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
640,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
641,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
643,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
645,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
646,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
647,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
648,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
649,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
650,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
652,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
653,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
654,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
655,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
656,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
657,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
658,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
659,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
660,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
662,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
