Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFE_M_R
1383,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1384,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1385,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1386,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1387,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1388,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1390,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1391,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1392,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1393,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
1394,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Wetland
1395,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1396,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1397,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1399,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1400,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1404,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1405,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1406,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1407,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1409,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1410,Permanent_ice_and_snow,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1411,Permanent_ice_and_snow,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1412,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1413,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1414,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1415,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1416,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1417,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1418,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1419,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1421,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1422,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1423,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1424,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Forest
1425,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Grassland
1426,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Forest
1427,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1428,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1430,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1431,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1432,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1433,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1434,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1435,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1436,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1437,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1439,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1440,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1441,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1442,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1443,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1444,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1445,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1446,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1447,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1448,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1449,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1450,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1451,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1452,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1453,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1454,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1455,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1456,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1457,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1458,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
1459,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1460,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1461,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1462,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1463,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1464,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
1465,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1466,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1467,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1468,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1470,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1471,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1473,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1475,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1476,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1477,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1478,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1479,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1480,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1482,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1483,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1484,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1485,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1486,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1487,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1488,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1490,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1492,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1493,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1494,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1496,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1497,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1498,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1499,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1500,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1501,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1502,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1503,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1504,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1505,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1506,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1507,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1508,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1511,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1512,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1513,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1514,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1515,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1516,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1517,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1518,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1519,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1520,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1522,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1523,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1524,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1525,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1526,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1527,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1528,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1529,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1530,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1531,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1532,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1533,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1534,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1535,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1536,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1537,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1538,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1539,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1540,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1542,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1543,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1544,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1545,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1546,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1547,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1548,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1549,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1550,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1551,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1552,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1553,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1554,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1555,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1556,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1557,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1558,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1559,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1560,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1561,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1562,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1563,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1564,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1565,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1567,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1568,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1569,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1571,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1572,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1573,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1574,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1575,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1576,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1577,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1579,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1580,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1581,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1583,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1584,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1586,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1588,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1589,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1590,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1591,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1592,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1594,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1595,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1596,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1597,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1598,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1600,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1601,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1602,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1604,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1605,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1606,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1607,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1609,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1610,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1611,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1612,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1613,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1614,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1615,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1616,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1617,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1618,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1619,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1620,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1621,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1622,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1623,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1624,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1625,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1626,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1627,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1628,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1629,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1630,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1631,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1632,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1633,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1634,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1635,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1636,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1637,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1638,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1639,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1640,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1641,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1642,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1643,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1644,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1645,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1646,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1647,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1649,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1650,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1651,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1652,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1654,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1655,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1656,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1657,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1658,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1659,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1661,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1662,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1663,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1665,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1666,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1667,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1668,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1669,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1670,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1671,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1672,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1673,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1674,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1675,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1676,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1678,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1679,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
1680,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1681,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1682,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1684,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1686,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1690,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1691,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1692,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1693,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1694,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1695,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1696,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1697,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1698,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1699,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1700,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1701,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1702,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1703,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1705,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1706,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1707,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1708,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1709,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
