Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
4469,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4470,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4471,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4472,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4473,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4474,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4475,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
4476,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4477,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4478,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4479,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4480,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4481,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
4482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
4483,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4484,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
4485,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4486,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4487,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4488,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
4489,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4490,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4491,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Wetland
4492,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
4493,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4494,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4495,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4496,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4497,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4498,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4499,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4500,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4501,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4502,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
4503,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4504,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4505,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4506,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4507,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4508,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4509,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4510,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4511,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4512,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4513,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4514,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4515,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4516,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4517,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4518,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4519,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4520,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4521,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4522,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4523,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4524,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4525,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4526,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4527,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4528,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4529,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4530,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4531,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4532,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4533,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4534,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4535,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4536,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4537,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4538,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4539,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4540,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4541,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4542,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4543,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4544,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4545,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4546,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4547,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
4548,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4549,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4550,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4551,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4552,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4553,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4554,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4555,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4556,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4557,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4558,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4559,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
4560,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4561,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4562,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
4563,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4564,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4565,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4566,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4567,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4568,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4569,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
4570,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4571,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4572,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4573,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4574,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
4575,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4576,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4577,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4578,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4579,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4580,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4581,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
4582,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4583,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4584,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4585,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4586,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4587,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4588,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4589,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4592,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
4593,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
4594,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4595,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4596,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4597,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4598,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4599,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
4600,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4601,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4602,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4603,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4604,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4605,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4606,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4607,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4608,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4609,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4610,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4611,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4612,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4613,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4614,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4615,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4616,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4617,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4618,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4619,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4620,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4621,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4622,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4623,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4624,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4625,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4626,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4627,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4628,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4629,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4630,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4631,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4632,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4633,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4634,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4635,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4636,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4637,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4638,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4639,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4640,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4641,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4642,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4643,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4644,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4645,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4646,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4647,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4648,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4649,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4650,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4651,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4652,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4653,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4654,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4655,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4656,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4657,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4658,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4659,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4660,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4661,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4662,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4663,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
4664,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4665,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4666,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4667,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4668,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4669,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4670,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4671,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4672,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4673,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4674,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4675,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4676,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4677,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4678,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4679,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4680,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4681,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4682,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4683,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4684,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4685,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4686,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4687,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4688,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4689,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4690,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4691,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4692,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
4693,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4694,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4695,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4696,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4697,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4698,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4699,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4700,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
4701,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4702,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
4703,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4704,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4705,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
4706,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4707,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4708,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4709,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4710,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
4711,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4712,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4713,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4714,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4715,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4716,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4717,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4718,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4719,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
4720,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4721,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4722,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4723,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4724,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
4725,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4726,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4727,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4728,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4729,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4730,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
4731,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4732,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
4733,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
4734,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4735,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4736,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4737,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4738,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
4739,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
4740,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4741,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
4742,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4743,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4744,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4745,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
4746,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4747,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
4748,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4749,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4750,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4751,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4752,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
4753,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4754,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4755,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
4756,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4757,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
4758,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4759,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4760,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4761,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
4762,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
4763,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4764,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
4765,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4766,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
4767,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4768,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
4769,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
4770,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4771,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4772,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4773,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4774,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4775,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4776,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4777,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
4778,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
4779,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
4780,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
4781,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4782,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4783,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4784,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4785,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
