Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTS_M_R
1727,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1728,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1729,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
1730,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL
1731,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1732,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL
1733,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland
1734,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1735,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1736,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1737,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1738,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1739,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Bareland
1740,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL
1741,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1742,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1743,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1744,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
1745,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
1746,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
1747,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1748,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
1749,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Forest
1750,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1751,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
1752,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Forest
1753,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Water
1754,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1755,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
1756,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up
1757,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL
1758,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water
1759,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1760,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
1761,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1762,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1763,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1764,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1765,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Water
1766,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1767,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1768,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1769,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
1770,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Water
1771,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1772,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1773,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1774,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
1775,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1776,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1777,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1778,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Water
1779,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL
1780,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1781,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1782,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1783,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1784,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
1785,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland
1786,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1787,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
1788,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Water
1789,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Forest
1790,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
1791,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Forest
1792,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
1793,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1794,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1795,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1796,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1797,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1798,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1799,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL
1800,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
1801,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1802,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1803,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1804,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1805,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1806,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1807,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL
1808,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1809,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland
1810,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1811,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Grassland
1812,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Grassland
1813,Permanent_ice_and_snow,Forest,Water,NULL,Water,Grassland
1814,Permanent_ice_and_snow,Forest,Water,Water,Water,Forest
1815,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1816,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1817,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1818,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1819,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1820,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1821,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1822,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1823,Forest,NULL,NULL,NULL,Non_Wetland,Water
1824,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1826,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1827,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1828,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1829,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1830,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1831,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1832,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1833,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1834,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1835,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1836,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1837,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1838,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1839,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1840,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1841,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1842,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1843,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1844,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
1845,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1846,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1847,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1848,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1849,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1850,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1851,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1852,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1853,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1854,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1855,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1856,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1857,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1858,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1859,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1860,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1861,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1862,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1863,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1864,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1865,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1866,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1867,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1868,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1869,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1870,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1871,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1872,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1873,Forest,NULL,Cropland,Water,Non_Wetland,Water
1874,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1875,Forest,NULL,Wetland,NULL,Wetland,Grassland
1876,Forest,NULL,Wetland,NULL,Wetland,Forest
1877,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1878,Forest,NULL,Wetland,Non_Water,Wetland,Water
1879,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1880,Forest,NULL,Wetland,Water,Wetland,Grassland
1881,Forest,NULL,Wetland,Water,Wetland,Bareland
1882,Forest,NULL,Wetland,Water,Wetland,Water
1883,Forest,NULL,Wetland,Water,Wetland,Forest
1884,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1885,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1886,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1887,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1888,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1889,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1890,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1891,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1892,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1893,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1894,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1895,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1896,Forest,NULL,Bareland,Water,Non_Wetland,Water
1897,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1898,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1899,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1900,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1901,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1902,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1903,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1904,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1905,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1906,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1907,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1908,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1909,Forest,NULL,Water,NULL,Water,NULL
1910,Forest,NULL,Water,NULL,Water,Grassland
1911,Forest,NULL,Water,NULL,Water,Bareland
1912,Forest,NULL,Water,NULL,Water,Water
1913,Forest,NULL,Water,NULL,Water,Forest
1914,Forest,NULL,Water,Non_Water,Water,Bareland
1915,Forest,NULL,Water,Non_Water,Water,Forest
1916,Forest,NULL,Water,Water,Water,NULL
1917,Forest,NULL,Water,Water,Water,Grassland
1918,Forest,NULL,Water,Water,Water,Bareland
1919,Forest,NULL,Water,Water,Water,Water
1920,Forest,NULL,Water,Water,Water,Forest
1921,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1923,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1924,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1925,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1926,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1927,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1928,Forest,NULL,Forest,NULL,Non_Wetland,Water
1929,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1930,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1931,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1932,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1933,Forest,NULL,Forest,Water,Non_Wetland,NULL
1934,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1935,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1936,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1937,Forest,NULL,Forest,Water,Non_Wetland,Water
1938,Forest,NULL,Forest,Water,Non_Wetland,Forest
1939,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1940,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1941,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1942,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1943,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1944,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1945,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1946,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1947,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1948,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1949,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1950,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1951,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1952,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1953,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1954,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1955,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1956,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1957,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1958,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1959,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1960,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1961,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1962,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1963,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1964,Forest,Wetland,Wetland,NULL,Wetland,Forest
1965,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1966,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1967,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1968,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1969,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1970,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1971,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1972,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1973,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1974,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1975,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1976,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1977,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1978,Forest,Bareland,Shrubland,Water,Non_Wetland,Built-up
1979,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1980,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1981,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1982,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1983,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1984,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
1985,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1986,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1987,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1988,Forest,Bareland,Grassland,Water,Non_Wetland,NULL
1989,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1990,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1991,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1992,Forest,Bareland,Cropland,NULL,Non_Wetland,Water
1993,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1994,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1995,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1996,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1997,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1998,Forest,Bareland,Cropland,Water,Non_Wetland,NULL
1999,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2000,Forest,Bareland,Cropland,Water,Non_Wetland,Water
2001,Forest,Bareland,Wetland,Water,Wetland,Water
2002,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
2003,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2004,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2005,Forest,Bareland,Bareland,NULL,Non_Wetland,Built-up
2006,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2007,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2008,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2009,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
2010,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2011,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2012,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2013,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2014,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
2015,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL
2016,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2017,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
2018,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2019,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2020,Forest,Bareland,Water,Non_Water,Water,Water
2021,Forest,Bareland,Water,Water,Water,Grassland
2022,Forest,Bareland,Water,Water,Water,Bareland
2023,Forest,Bareland,Water,Water,Water,Water
2024,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2025,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2026,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
2027,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2028,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
2029,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2030,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2031,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2032,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2033,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
2034,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2035,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2036,Forest,Bareland,Forest,Water,Non_Wetland,Water
2037,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2038,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2039,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2040,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2041,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2043,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2044,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2045,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2046,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2047,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2048,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2049,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2050,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2051,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2052,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2053,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2054,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2055,Forest,Built-up,Wetland,Water,Wetland,Forest
2056,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2057,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2058,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2059,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2060,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2061,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2062,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2063,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2064,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2065,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2066,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2067,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2068,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2069,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2070,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2071,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2072,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2073,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
2074,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2075,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2076,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2077,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2078,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2079,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2080,Forest,Water,Shrubland,Water,Non_Wetland,Water
2081,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2082,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2083,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2084,Forest,Water,Grassland,NULL,Non_Wetland,Water
2085,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2086,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2087,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2088,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2089,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2090,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2091,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
2092,Forest,Water,Cropland,NULL,Non_Wetland,Water
2093,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2094,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2095,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2096,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2097,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2098,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2099,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2100,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2101,Forest,Water,Cropland,Water,Non_Wetland,Water
2102,Forest,Water,Cropland,Water,Non_Wetland,Forest
2103,Forest,Water,Wetland,NULL,Wetland,Water
2104,Forest,Water,Wetland,NULL,Wetland,Forest
2105,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2106,Forest,Water,Wetland,Non_Water,Wetland,Water
2107,Forest,Water,Wetland,Non_Water,Wetland,Forest
2108,Forest,Water,Wetland,Water,Wetland,Grassland
2109,Forest,Water,Wetland,Water,Wetland,Cropland
2110,Forest,Water,Wetland,Water,Wetland,Bareland
2111,Forest,Water,Wetland,Water,Wetland,Water
2112,Forest,Water,Wetland,Water,Wetland,Forest
2113,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2114,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2115,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2116,Forest,Water,Bareland,NULL,Non_Wetland,Water
2117,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2118,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2119,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2120,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2121,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2122,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2123,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2124,Forest,Water,Bareland,Water,Non_Wetland,Water
2125,Forest,Water,Bareland,Water,Non_Wetland,Forest
2126,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
2127,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
2128,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
