Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
3510,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3511,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3512,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3513,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3514,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3515,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3516,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3517,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3518,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3519,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3520,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3521,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3522,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3523,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3524,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3525,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
3526,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3527,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3528,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3529,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3530,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3531,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3532,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3533,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3534,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3535,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3536,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
3537,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3538,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
3539,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3540,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3541,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3542,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3543,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3544,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3545,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3546,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3547,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3548,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3549,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3550,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3551,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3552,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3553,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3554,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3555,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3556,Grassland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3557,Grassland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3558,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3559,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3560,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
3561,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3562,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3563,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
3564,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3565,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3566,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3567,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3568,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3569,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3570,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3571,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3572,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3573,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3574,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3575,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3576,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3577,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3578,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3579,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3580,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3581,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3582,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3583,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3584,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3585,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3586,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3587,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3588,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3589,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3590,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3591,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3592,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3593,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3594,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3595,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3596,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3597,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3598,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3599,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3600,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3601,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3602,Grassland,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3603,Grassland,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
3604,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3605,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3606,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3607,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3608,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3609,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3610,Grassland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3611,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3612,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3613,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3614,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3615,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3616,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3618,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3619,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3620,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3621,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3622,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3623,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3624,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3625,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3626,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3627,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3628,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3629,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3630,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3631,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3632,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3633,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3634,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3635,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3636,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3637,Grassland,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
3638,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3639,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3640,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3641,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3642,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3643,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3644,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3645,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3646,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3647,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3648,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3649,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3650,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3651,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3652,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3653,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3654,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3655,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3656,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3657,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3658,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3659,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3660,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3661,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3662,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3663,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3664,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3665,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3666,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3667,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3668,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3669,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3670,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3671,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3672,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3673,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3674,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3675,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3676,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3677,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3678,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3679,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3680,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3681,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3682,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3683,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3684,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3685,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3686,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3687,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3688,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3689,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3690,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3691,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3692,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3693,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3694,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3695,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3696,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3697,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3698,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3699,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3700,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3701,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3702,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3703,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3704,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3705,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3706,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3707,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3708,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3709,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3710,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3711,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3712,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3713,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3714,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3715,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3716,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3717,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3718,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3719,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3720,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3721,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3722,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3723,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3724,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3725,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3726,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3727,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3728,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3729,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3730,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3731,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3732,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3733,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3734,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3735,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3736,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3737,Grassland,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
3738,Grassland,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3739,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3740,Grassland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
3741,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3742,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3743,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3744,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3745,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3746,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3747,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3748,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3749,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3750,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3751,Grassland,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3752,Grassland,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
3753,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3754,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3755,Grassland,Water,Water,NULL,Water,Bareland,Water,Grassland
3756,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3757,Grassland,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
3758,Grassland,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
3759,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3760,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3761,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3762,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3763,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3764,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3765,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3766,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3767,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3768,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3769,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3770,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3771,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3772,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3773,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3774,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3775,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3776,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3777,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3778,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3779,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3780,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3781,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3782,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3783,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3784,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3785,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3786,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
3787,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3788,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3789,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3790,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3791,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3792,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3793,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3794,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3795,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3796,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3797,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3798,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3799,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3800,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3801,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3802,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3803,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3804,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
