Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZU_M_R
2740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
2749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
2758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
2784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2785,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2786,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2787,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2788,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2789,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2790,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2791,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2792,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
2793,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2794,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2795,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2796,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2797,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2798,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2799,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2800,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2801,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2802,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2803,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
2804,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2805,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
2806,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2807,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
2808,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2809,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2810,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2811,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2812,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2813,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
2814,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2815,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2816,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2817,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2818,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
2819,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2820,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2821,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
2822,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
2823,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2824,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2825,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2826,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2827,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2828,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2829,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2830,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2831,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2832,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2833,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2834,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2835,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2836,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2837,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2838,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2839,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2840,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2841,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2842,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2843,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2844,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2845,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2846,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2847,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2848,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2849,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2850,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2851,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
2852,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2853,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2854,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2855,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2856,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2857,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2858,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2859,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2860,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2861,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2862,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2863,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2864,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2865,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2866,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2867,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2868,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2869,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2870,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2871,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2872,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2873,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2874,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2875,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2876,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2877,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2878,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2879,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2880,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2881,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2882,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2883,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2884,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
2885,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2886,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2887,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2888,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2889,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2890,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2891,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2892,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
2893,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2894,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2895,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2896,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2897,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2898,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2899,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2900,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2901,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2902,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2903,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2904,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2905,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2906,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2907,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2908,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2909,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2910,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2911,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2912,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2913,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2914,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2915,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2916,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2917,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2918,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2919,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2920,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2921,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
2922,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2923,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2924,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2925,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2926,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
2927,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2928,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
2929,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2930,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2931,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
2932,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2933,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2934,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2935,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2936,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2937,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2938,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2939,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2940,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2941,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2942,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2943,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2944,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2945,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2946,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
2947,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2948,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2949,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2950,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2951,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
2952,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
2953,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2954,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2955,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2956,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2957,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2958,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2959,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2960,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2961,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2962,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2963,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2964,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2965,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2966,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2967,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2968,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2969,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2970,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2971,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2972,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2973,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
2974,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2975,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2976,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2977,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2978,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2979,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2980,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2981,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2982,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
2983,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2984,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2985,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2986,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2987,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2988,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
2989,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2990,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2991,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2992,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2993,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2994,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2995,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2996,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2997,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2998,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2999,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3000,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3001,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
3002,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3003,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3004,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3005,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3006,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3007,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3008,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3009,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3010,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3011,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3012,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3013,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3014,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3015,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3016,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3017,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3018,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
3019,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3020,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3021,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3022,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3023,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3024,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3025,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3026,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3027,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3028,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3029,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3030,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3031,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3032,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3033,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3034,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
3035,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3036,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3037,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3038,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3039,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3040,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3041,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3042,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3043,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3044,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3045,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3046,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3047,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
3048,Grassland,NULL,Water,NULL,Water,NULL,Grassland,NULL
3049,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3050,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
3051,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3052,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3053,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
3054,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3055,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3056,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
3057,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
