Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEJ_M_R
331,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
332,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
334,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
340,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
341,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
342,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
346,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
353,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
356,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
357,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
358,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
359,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
360,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
361,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
362,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
364,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
365,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
366,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
367,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
369,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
370,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
371,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
372,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
373,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
374,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
375,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
377,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
380,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
381,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
383,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
385,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
386,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
387,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
396,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
399,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
401,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
402,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
403,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
404,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
405,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
406,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
407,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
408,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
409,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
410,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
411,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
412,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
414,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
415,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
416,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
417,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
418,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
419,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
420,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
421,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
422,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
424,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
426,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
428,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
429,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
430,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
431,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
433,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
434,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
435,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
436,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
437,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
438,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
439,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
440,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
442,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
443,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
444,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
445,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
446,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
447,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
448,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
449,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
450,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
451,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
452,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
453,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
457,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
458,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
459,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
460,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
461,NULL,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
462,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Forest
463,NULL,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
464,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
467,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
469,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
470,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
472,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
474,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
475,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
476,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
478,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
479,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
480,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
481,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Water
482,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
483,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
484,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
485,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
487,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
488,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
489,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
490,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
491,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
492,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
493,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
494,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
496,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
497,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
498,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
499,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
500,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
501,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
502,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
503,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
504,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
505,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
506,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
507,NULL,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
508,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
514,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
517,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
518,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
520,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
523,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
524,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
525,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
526,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
529,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
531,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
532,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
536,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
537,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
538,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
539,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
540,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
541,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
551,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
552,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
553,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
556,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
557,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
558,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
559,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
560,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
561,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
562,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
563,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
565,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
566,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
567,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
569,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
571,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
572,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
573,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
574,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
575,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
576,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
577,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
578,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
579,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
580,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
581,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
582,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
583,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
584,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
585,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
586,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
587,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
588,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
589,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Water
590,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
591,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
592,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Grassland
593,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
594,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
595,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
597,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
598,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
601,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
603,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
604,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
606,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
607,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
609,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
610,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
611,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
612,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
613,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
616,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
619,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
620,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
621,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
622,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
623,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
624,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
625,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
626,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
627,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
628,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
629,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
630,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
631,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
632,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
635,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
636,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
637,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Forest
638,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
640,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
641,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
642,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
643,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
645,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
647,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
648,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
649,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
650,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
651,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
652,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
653,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
654,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
655,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
656,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
