Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWJ_M_R
1383,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1384,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1386,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1387,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1388,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1390,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1391,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1392,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1393,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1394,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1396,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1398,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1399,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1400,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1401,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1403,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1404,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1405,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1406,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1407,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1408,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1409,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1410,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1411,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1412,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1413,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1414,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1415,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1416,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1417,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1419,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1421,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1422,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1423,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1424,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1425,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1426,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1427,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1428,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1429,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1430,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1431,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1432,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1434,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1436,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1437,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1438,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1439,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1440,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1441,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1442,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1443,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1444,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1445,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1446,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1447,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1448,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1449,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1450,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1451,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1452,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1453,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1455,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1456,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1457,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1458,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1459,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1460,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1461,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1462,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1463,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1464,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1466,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1467,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1468,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1469,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1470,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1471,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1472,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1473,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1474,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1475,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1476,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1477,Water,NULL,Water,NULL,Water,NULL,NULL,Built-up
1478,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1479,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1480,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1481,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1482,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1483,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1484,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1485,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1486,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1487,Water,NULL,Water,Water,Water,NULL,NULL,Water
1488,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1489,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1490,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1492,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1493,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1494,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1495,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1496,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1497,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1498,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1499,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1500,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1501,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1502,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1503,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1504,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1505,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1506,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1507,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1509,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1511,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1512,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1513,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1514,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1515,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1517,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1518,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1520,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1521,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1522,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1523,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1524,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1525,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1526,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1527,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1528,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1529,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1530,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1531,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1532,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1533,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1534,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1535,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1536,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1537,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1538,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1539,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1540,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1541,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1542,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1543,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1544,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1545,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1546,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1547,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1548,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1549,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1550,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1551,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1552,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1553,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1554,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1555,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1557,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1558,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1559,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1560,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1561,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1563,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1565,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1566,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1567,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1568,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1569,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1570,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1571,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1572,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1573,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1574,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1575,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1577,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1578,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1579,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1580,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1581,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1582,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1583,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1584,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1586,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1587,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1588,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1589,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1590,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1592,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1593,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1594,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1595,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1596,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1597,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1598,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1599,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1600,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1601,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1602,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1603,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1604,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1605,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1606,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1607,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1608,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1609,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1610,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1611,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1612,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1613,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1614,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1615,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1616,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1617,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1618,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1619,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1620,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1621,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1622,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1623,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1624,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1625,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1626,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1627,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1628,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1629,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1630,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1631,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1632,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1633,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1634,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1635,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1636,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1637,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1638,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1639,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1640,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1641,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1643,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1644,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1647,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1648,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1649,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1650,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1651,Water,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1652,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1653,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1654,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1655,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1656,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1657,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1658,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1659,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1660,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1661,Water,Bareland,Water,Water,Water,NULL,NULL,Cropland
1662,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1663,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1664,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1665,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1667,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1669,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1670,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1671,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1672,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1673,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1674,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1675,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1676,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1677,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1678,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1679,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1680,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1681,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1682,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1683,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1685,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1686,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1687,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1689,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1690,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1691,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1692,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1693,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1694,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1697,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1698,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1699,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1700,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1701,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1702,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1703,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1704,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1705,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1706,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1708,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1709,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1710,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1711,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1712,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1713,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1714,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1716,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1718,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1721,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1722,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1723,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1724,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1725,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1726,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1727,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1728,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1729,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1731,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1733,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
