Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
2698,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2699,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2700,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2701,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2702,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2703,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2704,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2705,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2706,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2707,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2708,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2709,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2710,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2711,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2712,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2713,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2714,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2715,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2716,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2717,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2718,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2719,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2720,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2721,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2722,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2723,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2724,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2725,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2726,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2727,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2728,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2729,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2730,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2731,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2732,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2733,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2734,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2735,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2736,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2737,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2738,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2739,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2740,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2741,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2742,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2743,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2744,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2745,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2746,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2747,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2748,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2749,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2750,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2751,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2752,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2753,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2754,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2755,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2756,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2757,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2758,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2759,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2760,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2761,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2762,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2763,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2764,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2765,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2766,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2767,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2768,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2769,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2770,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2771,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2772,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2773,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2774,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2775,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2776,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2777,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Built-up
2778,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
2779,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2780,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2781,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2782,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2783,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2784,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2785,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2786,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2787,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
2788,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2789,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2790,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2791,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2792,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2793,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2794,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2795,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2796,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2797,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2798,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2799,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2800,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2801,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2802,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2803,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2804,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2805,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2806,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2807,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2808,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
2809,NULL,Forest,Water,NULL,Water,NULL,Grassland,Grassland
2810,NULL,Forest,Water,NULL,Water,Shrubland,NULL,Forest
2811,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2812,NULL,Forest,Water,NULL,Water,Wetland,Wetland,NULL
2813,NULL,Forest,Water,NULL,Water,Forest,Forest,Forest
2814,NULL,Forest,Water,Non_Water,Water,Water,Grassland,Forest
2815,NULL,Forest,Water,Water,Water,Water,Grassland,Wetland
2816,NULL,Forest,Water,Water,Water,Water,Wetland,Wetland
2817,NULL,Forest,Water,Water,Water,Water,Water,Water
2818,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2819,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2820,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2821,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2822,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2823,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2824,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2825,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2826,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2827,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2828,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2829,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2830,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2831,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2832,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2833,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2834,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2835,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2836,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2837,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2838,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2839,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2840,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2841,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2842,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2843,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2844,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2845,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2846,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2847,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2848,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2849,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2850,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2851,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2852,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2853,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2854,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2855,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2856,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2857,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2858,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2859,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2860,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2861,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2862,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2863,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2864,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2865,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2866,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2867,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2868,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2869,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2870,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2871,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2872,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2873,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2874,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2875,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2876,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2877,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2878,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2879,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2880,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2881,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2882,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2883,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2884,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2885,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2886,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2887,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2888,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2889,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2890,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2891,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
2892,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2893,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2894,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2895,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2896,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2897,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2898,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2899,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2900,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2901,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2902,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2903,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2904,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2905,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2906,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
2907,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2908,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2909,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2910,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2911,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2912,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2913,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2914,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2915,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2916,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2917,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2918,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2919,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2920,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
2921,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2922,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2923,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2924,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2925,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2926,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2927,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2928,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2929,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2930,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2931,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2932,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2933,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2934,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2935,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2936,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2937,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2938,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2939,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2940,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2941,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2942,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2943,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
2944,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2945,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2946,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2947,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2948,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2949,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2950,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2951,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2952,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2953,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2954,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2955,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2956,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2957,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2958,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2959,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2960,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2961,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2962,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2963,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2964,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2965,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2966,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2967,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2968,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2969,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2970,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2971,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2972,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2973,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2974,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2975,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2976,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2977,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2978,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2979,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2980,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2981,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
2982,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
2983,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
2984,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2985,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2986,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
2987,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2988,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2989,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2990,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2991,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2992,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
2993,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2994,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2995,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2996,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2997,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2998,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2999,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3000,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3001,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3002,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3003,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3004,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3005,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3006,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3007,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3008,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3009,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3010,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
3011,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3012,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3013,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3014,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3015,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3016,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
3017,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3018,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
3019,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
3020,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3021,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
3022,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3023,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3024,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3025,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
