Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHF_M_R
1732,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
1733,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
1734,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1735,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
1736,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Forest
1738,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1739,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1740,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1741,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1742,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1743,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1744,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1745,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1746,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1747,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1748,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1749,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1750,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
1751,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1752,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
1753,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1754,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1755,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1756,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1757,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1758,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1759,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1760,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1761,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1763,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1765,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1766,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1767,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1768,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1769,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1770,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1771,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1772,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1773,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1774,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1775,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1776,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1777,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1778,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1780,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1781,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1782,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1783,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1784,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1786,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1787,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1788,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1789,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1790,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1791,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1794,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1795,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1796,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1797,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1798,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1800,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1801,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1802,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1803,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1804,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1805,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1806,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1807,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1808,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1809,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1810,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1811,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1813,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1814,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1815,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1816,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1817,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1818,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1819,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1820,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1821,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1822,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1823,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1824,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1825,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1826,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1827,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1828,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1829,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1830,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1831,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1832,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1833,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1834,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1835,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1836,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1837,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1838,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1839,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1840,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1841,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1842,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1843,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1845,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1846,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1847,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1848,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1849,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1850,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1851,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1852,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1853,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1854,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1855,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1856,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1857,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1858,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1859,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1860,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1861,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1862,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1863,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1864,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1865,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1866,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1867,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1868,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1869,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1870,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1871,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1872,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1873,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1874,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1875,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1876,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1877,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1878,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1879,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1880,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1885,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1886,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1887,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1888,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1889,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1890,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1891,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1892,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1893,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1894,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1895,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1896,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1897,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1898,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1899,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1900,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1902,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1903,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1905,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1907,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1908,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1909,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1910,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1911,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1913,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1914,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1915,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1916,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1917,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1918,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1919,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1920,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1921,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1923,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1924,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1926,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1928,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1929,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1930,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1931,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1932,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1933,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1934,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1935,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1936,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1937,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1938,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1939,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1940,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1941,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1942,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1943,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1944,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1946,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1947,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1948,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1949,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1950,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1951,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1952,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1953,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1954,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1955,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1956,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1957,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1958,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1959,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1960,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1961,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1962,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1963,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1964,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1965,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1966,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1967,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1968,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1969,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1970,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1971,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1972,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1973,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1974,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1975,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1976,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1977,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1978,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1979,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1980,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1981,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1982,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1983,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1984,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1985,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1986,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1987,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1988,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1989,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1990,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1991,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1992,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1993,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1994,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1995,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1996,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1997,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1998,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1999,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2000,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2001,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2002,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2003,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2004,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2005,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2006,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2007,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2008,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2009,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2010,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2011,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2012,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2013,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2014,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2015,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2017,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2018,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2019,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2020,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2021,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2022,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2023,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2025,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2026,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2027,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2028,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2029,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2030,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2031,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2032,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2033,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2034,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2035,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2036,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2037,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2038,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2039,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2040,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2041,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2042,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2043,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2044,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2045,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2046,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2047,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2048,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2049,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2050,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2051,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2052,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2053,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2054,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2055,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2056,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2057,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2058,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2059,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2060,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2061,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2062,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2063,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2064,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2065,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2066,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2067,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2068,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2069,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2070,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2071,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2072,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2073,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
