Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R
3204,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3205,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3206,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3207,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3208,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3209,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3210,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3211,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3212,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3213,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3214,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3215,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3216,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3217,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3218,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3219,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3220,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3221,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3222,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3223,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3224,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3225,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3226,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3227,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3228,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3229,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3230,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3231,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3232,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3233,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3234,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3235,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3236,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3237,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3238,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3239,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3240,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3241,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3242,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3243,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3244,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3245,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3246,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3247,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3248,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3249,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3250,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3251,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3252,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3253,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3254,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3255,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3256,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3257,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3258,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3259,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3260,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3261,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3262,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3263,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3264,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3265,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3266,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3267,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3268,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3269,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3270,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3271,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3272,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3273,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3274,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3275,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3276,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3277,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3278,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3279,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3280,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3281,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3282,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3283,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3284,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3285,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3286,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3287,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3288,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3289,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3290,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3291,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3292,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3293,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3294,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3295,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3296,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3297,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3298,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3299,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3300,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3301,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3302,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3303,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3304,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3305,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3306,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3307,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3308,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3309,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3310,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3311,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3312,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3313,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3314,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3315,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
3316,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3317,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3318,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3319,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
3320,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
3321,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3322,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
3323,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
3324,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3325,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
3326,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
3327,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3328,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3329,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3330,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
3331,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3332,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3333,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3334,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3335,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3336,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3337,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3338,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3339,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3340,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3341,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3342,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3343,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3344,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3345,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3346,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3347,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3348,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3349,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3350,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3351,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3352,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3353,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3354,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3355,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3356,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3357,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3358,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3359,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3360,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
3361,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Forest
3362,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Cropland
3363,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Forest
3364,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
3365,Grassland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
3366,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
3367,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3368,Grassland,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
3369,Grassland,Cropland,Water,NULL,Water,Forest,NULL,Forest
3370,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Water
3371,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Water
3372,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Water
3373,Grassland,Cropland,Water,Water,Water,NULL,Water,Water
3374,Grassland,Cropland,Water,Water,Water,Water,Grassland,Water
3375,Grassland,Cropland,Water,Water,Water,Water,Water,Water
3376,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3377,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3378,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3379,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3380,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3381,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3382,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3383,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3384,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3385,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3386,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3387,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3388,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3389,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3390,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3391,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3392,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3393,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3394,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3395,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3396,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3397,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3398,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3399,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3400,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3401,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3402,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3403,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3404,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3405,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3406,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3407,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3408,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3409,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3410,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3411,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3412,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3413,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3414,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3415,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3416,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3417,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3418,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3419,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3420,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3421,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3422,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3423,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3424,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3425,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3426,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3427,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3428,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3429,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3430,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3431,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3432,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3433,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3434,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3435,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3436,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3437,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3438,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3439,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3440,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3441,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3442,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3443,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3444,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3445,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3446,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3447,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3448,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3449,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
3450,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
3451,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3452,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3453,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3454,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3455,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3456,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3457,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3458,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3459,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3460,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3461,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3462,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3463,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3464,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3465,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3466,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3467,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3468,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3469,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3470,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3471,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3472,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3473,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3474,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3475,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3476,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3477,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3478,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3479,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3480,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3481,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3482,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3483,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3484,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3485,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3486,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3487,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3488,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3489,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3490,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3491,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3492,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3493,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3494,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3495,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3496,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3497,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3498,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3499,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3500,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3501,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3502,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3503,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3504,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3505,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
