Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLP_M_R
1394,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1395,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1396,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1397,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1398,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1399,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1400,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1401,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1402,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1403,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1404,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1405,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1406,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1407,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1408,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1409,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1410,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1411,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1412,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1413,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1414,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1415,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1416,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1417,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1418,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1419,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1420,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1421,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1422,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1423,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1424,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1425,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1426,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1427,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1428,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1429,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1430,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1431,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1432,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1433,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1434,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1435,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
1436,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
1437,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1438,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1439,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1440,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1441,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1442,Grassland,NULL,Water,NULL,Water,Bareland,Water,Forest
1443,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1444,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1445,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1446,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1447,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1448,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1449,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1450,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1451,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1452,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1453,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1454,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1456,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1457,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1458,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1459,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1460,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1461,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1462,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1463,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1464,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1465,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1466,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1467,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1468,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1469,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1470,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1471,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1472,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1473,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1474,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1475,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1476,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1477,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1478,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1479,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1480,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1481,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1482,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1483,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1484,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1485,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1486,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1487,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1488,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1489,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1490,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1491,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1492,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1493,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1494,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1495,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1496,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1497,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1498,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1499,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1500,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1501,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1502,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1503,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1504,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1505,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1506,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1507,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1508,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1509,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1510,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1511,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1512,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1513,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1514,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1515,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1516,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1517,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1518,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1519,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1520,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1521,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1522,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1523,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1524,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1525,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1526,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1527,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1528,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1529,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1530,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1531,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1532,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1533,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1534,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1535,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1536,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1537,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1538,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1539,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1540,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1541,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1542,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1543,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1544,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1545,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1548,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1549,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1550,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1551,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1552,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1553,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1554,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1555,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1556,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1568,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1569,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1570,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1571,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1572,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1573,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1574,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1575,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1577,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1578,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1579,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1580,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1581,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1582,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1583,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1584,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1585,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1586,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1587,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1588,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1589,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1590,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1591,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1592,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1593,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1594,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1595,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1596,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1597,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1598,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1599,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1600,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1601,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1602,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1603,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1604,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1605,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1606,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1607,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1611,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1612,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1613,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1614,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1615,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1616,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1617,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1618,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1619,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1620,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1621,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1622,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1623,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1624,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1625,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1626,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1627,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1628,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1629,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1630,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1631,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1632,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1633,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1634,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1640,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1641,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1642,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1643,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1644,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1645,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1646,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1647,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1648,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1649,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1650,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
1651,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1652,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1653,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1654,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1655,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1656,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1657,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1658,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1659,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1660,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1661,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1662,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1663,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1664,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1665,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1666,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1667,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1668,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1669,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1670,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1671,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1672,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1673,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1674,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1675,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1676,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1677,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1678,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Forest
1679,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
1680,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1681,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1682,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Bareland
1683,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
1684,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1685,Grassland,Cropland,Water,Water,Water,Grassland,Wetland,Forest
1686,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1687,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1688,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1689,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1690,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1691,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
