Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFE_M_R
4816,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4817,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4818,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4819,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4820,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4821,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4822,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4823,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4824,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4825,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4826,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4827,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4828,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4829,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4830,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4831,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4832,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
4833,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4834,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4835,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4836,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4837,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4838,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4839,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4840,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4841,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4842,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4843,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4844,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4845,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4846,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4847,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4848,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4849,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4850,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4851,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4852,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4853,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4854,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4855,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4856,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4857,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4858,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4859,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4860,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4861,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4862,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4863,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4864,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4865,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4866,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4867,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4868,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4869,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4870,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4871,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4872,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4873,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
4874,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4875,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4876,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4877,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4878,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4879,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4880,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4881,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4882,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4883,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4884,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4885,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4886,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4887,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4888,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4889,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4890,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4891,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4892,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4893,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4894,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4895,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4896,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4897,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4898,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4899,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4900,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4901,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4902,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4903,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
4904,NULL,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4905,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4906,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
4907,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4908,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4909,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4910,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4911,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4912,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4913,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4914,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4915,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4916,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4917,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4918,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4919,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4920,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4921,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4922,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4923,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4924,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4925,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4926,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4927,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4928,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4929,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4930,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4931,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4932,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
4933,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4934,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4935,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4936,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4937,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
4938,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4939,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4940,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4941,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
4942,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4943,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4944,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4945,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4946,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4947,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
4948,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4949,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4950,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4951,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4952,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4953,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4954,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4955,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4956,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4957,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4958,NULL,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
4959,NULL,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4960,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4961,NULL,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4962,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4963,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4964,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4965,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4966,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4967,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4968,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4969,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4970,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
4971,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4972,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4973,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4974,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
4975,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4976,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4977,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4978,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4979,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
4980,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4981,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4982,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4983,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
4984,NULL,Forest,Water,NULL,Water,NULL,Wetland,Wetland
4985,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4986,NULL,Forest,Water,NULL,Water,Wetland,Water,Forest
4987,NULL,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
4988,NULL,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
4989,NULL,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
4990,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
4991,NULL,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
4992,NULL,Forest,Water,Non_Water,Water,Water,Forest,Wetland
4993,NULL,Forest,Water,Water,Water,NULL,NULL,Water
4994,NULL,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
4995,NULL,Forest,Water,Water,Water,Wetland,NULL,Wetland
4996,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4997,NULL,Forest,Water,Water,Water,Wetland,Water,Wetland
4998,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4999,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5000,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5001,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5002,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5003,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5004,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5005,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5006,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5007,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5008,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5009,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5010,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5011,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5012,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5013,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5014,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5015,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
5016,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5017,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
5018,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5019,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5020,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5021,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5022,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5023,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5024,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5025,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5026,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5027,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5028,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5029,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5030,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5031,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5032,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5033,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5034,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5035,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5036,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5037,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5038,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5039,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5040,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5041,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5042,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5043,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5044,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5045,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5046,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5047,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5048,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5049,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5050,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5051,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5052,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5053,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5054,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5055,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5056,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5057,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5058,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5059,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5060,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5061,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5062,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5063,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5064,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5065,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5066,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5067,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5068,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5069,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5070,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5071,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5072,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5073,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5074,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5075,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5076,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5077,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5078,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5079,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5080,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5081,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5082,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5083,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5084,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5085,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5086,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5087,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5088,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5089,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
5090,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5091,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5092,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5093,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5094,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5095,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5096,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5097,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
5098,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5099,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5100,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5101,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5102,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Forest
5103,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5104,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5105,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5106,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5107,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5108,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5109,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5110,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5111,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5112,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5113,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5114,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5115,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5116,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5117,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5118,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5119,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5120,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5121,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5122,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5123,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5124,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5125,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5126,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5127,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5128,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5129,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5130,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5131,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5132,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5133,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5134,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5135,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5136,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5137,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5138,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5139,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5140,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5141,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5142,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5143,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5144,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5145,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5146,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5147,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5148,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5149,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
