Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBN_M_R
329,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
330,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
331,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
332,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
333,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
334,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
335,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
336,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
337,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
338,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
339,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
340,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
341,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
342,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
344,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
345,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
346,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
347,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
348,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
349,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
350,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
351,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
352,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
353,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
354,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
355,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
356,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
357,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
358,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
359,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Water
360,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
361,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
362,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Water
363,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
365,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
366,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
367,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
368,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
370,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
371,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
372,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
373,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
374,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
375,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
376,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
377,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
378,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
379,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
381,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
382,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
383,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
384,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
385,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
386,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
387,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
388,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
389,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
390,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
392,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
394,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
395,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
402,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
403,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
404,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
405,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
406,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
407,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
408,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
409,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
410,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
411,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
412,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
413,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
414,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
415,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
416,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
417,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
418,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
419,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
420,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
421,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
422,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
423,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
424,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
425,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
426,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
427,NULL,NULL,Water,Water,Water,Grassland,Water,Water
428,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
429,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
430,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
431,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
432,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
433,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
434,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
435,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
436,NULL,NULL,Water,Water,Water,Water,Wetland,Water
437,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
438,NULL,NULL,Water,Water,Water,Water,Water,Wetland
439,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
462,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
463,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
464,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
466,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
468,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
470,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
477,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
482,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
483,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
487,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
490,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
491,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
494,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
501,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
503,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
504,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
505,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
508,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
509,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
510,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
511,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
512,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
513,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
515,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
516,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
517,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
519,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
521,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
522,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
523,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
524,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
525,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
526,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
527,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
528,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
529,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
530,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
531,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
532,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
533,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
534,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
535,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
537,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
539,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
540,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
541,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
542,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
543,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
545,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
548,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
549,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
550,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
551,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
552,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
553,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
554,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
585,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
586,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
588,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
589,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
590,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
592,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
595,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
596,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
597,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
598,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
603,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
604,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
605,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
617,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
620,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
621,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
622,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
623,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
624,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
625,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
626,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
627,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
628,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
629,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
630,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
639,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
640,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
641,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
642,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
643,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
644,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
645,NULL,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
646,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
647,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
648,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
649,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
650,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
651,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
652,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
653,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
654,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
655,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
656,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
657,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
658,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
659,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
660,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
661,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
662,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
663,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
664,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
665,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
666,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
667,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
668,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
669,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
670,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
671,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
672,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
673,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
674,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
675,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
