Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZU_M_R
326,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
327,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
328,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
329,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
330,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
334,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
336,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
337,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
338,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
339,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
340,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
344,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
345,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
346,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
347,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
348,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
349,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
350,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
351,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
352,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
353,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
354,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
355,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
356,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
358,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
359,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
360,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
361,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
362,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
363,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
364,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
365,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
366,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
367,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
368,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
369,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
370,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
371,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
372,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
373,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
374,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
375,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
376,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
377,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
378,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
379,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
381,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
383,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
384,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
385,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
386,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
387,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
388,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
390,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
391,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
392,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
393,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
394,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
395,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
396,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
397,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
398,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
400,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
401,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
403,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
407,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
408,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
410,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
414,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
415,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
416,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
417,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
418,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
419,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
420,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
421,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
422,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
424,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
425,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
426,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
427,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
428,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
429,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
442,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
467,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
469,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
472,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
473,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
474,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
475,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
476,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
477,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
478,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
479,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
480,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
481,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
482,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
483,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
484,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
485,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
486,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
487,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
488,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
489,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
490,NULL,NULL,Water,Water,Water,Water,Water,Wetland
491,NULL,NULL,Water,Water,Water,Water,Water,Water
492,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
501,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
503,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
504,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
507,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
510,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
511,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
513,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
516,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
518,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
520,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
525,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
535,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
536,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
538,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
543,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
545,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
546,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
547,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
549,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
552,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
554,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
555,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
557,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
559,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
560,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
561,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
563,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
564,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
565,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
567,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
570,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
598,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
603,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
604,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
606,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
607,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
608,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
609,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
610,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
611,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
612,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
613,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
614,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
615,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
616,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
617,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
618,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
619,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
620,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
622,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
623,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
624,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
627,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
628,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
629,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
630,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
631,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
632,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
633,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
634,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
635,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
636,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
637,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
638,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
639,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
640,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
641,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
642,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
643,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
644,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
645,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
646,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
647,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
648,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
649,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
650,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
651,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
652,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
653,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
654,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
655,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
656,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
657,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
658,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
659,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
660,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
661,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
662,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
663,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
664,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
665,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
666,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
