Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGA_M_R
1408,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1409,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1410,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1411,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1412,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1413,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1414,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1415,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1416,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1417,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1418,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1419,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1420,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1421,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1422,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1423,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1424,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1425,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1426,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1427,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1428,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1429,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1430,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1431,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1432,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1433,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1434,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1435,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1436,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1437,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1438,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1439,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
1440,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1441,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1442,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1443,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1444,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1445,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1446,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1447,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1448,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1449,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1450,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1451,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1452,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1453,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1454,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1455,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1456,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1457,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1458,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1459,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1460,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1461,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1462,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1463,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1464,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1465,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1466,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1467,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
1468,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1469,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1470,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1471,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1472,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1473,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1474,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1475,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1476,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1477,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1478,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1479,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1480,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1481,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1482,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1483,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1484,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1485,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1486,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1487,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1488,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1489,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1490,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1491,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1492,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1493,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1494,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1495,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1496,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1497,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1498,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1499,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1500,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1501,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1502,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1503,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1504,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1505,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1506,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1507,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1508,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1509,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1510,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1511,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1512,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1513,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1514,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1515,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1516,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1517,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1518,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1519,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1520,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1521,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1522,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1523,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1524,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1525,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1526,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1527,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1528,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1529,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1530,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1531,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1532,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1533,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1534,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1535,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1536,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1537,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1538,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1539,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1540,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1541,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1542,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1543,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1544,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1545,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1546,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1547,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1548,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1549,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1550,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1551,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1552,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1553,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1554,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1555,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1556,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1557,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1558,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1559,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1560,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1561,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1562,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1563,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1564,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1565,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1566,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1567,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1568,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1569,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1570,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1571,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1572,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1573,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1574,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1575,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1576,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1577,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1578,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1579,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1580,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1581,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1582,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1583,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1584,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1585,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1586,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1587,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1588,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1589,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1590,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1591,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1592,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1593,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1594,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1595,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1596,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1597,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1598,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1599,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1600,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1601,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1602,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1603,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1604,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1605,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1606,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1607,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1608,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1609,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
1610,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
1611,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1612,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1613,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1614,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1615,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1616,Forest,Water,Water,NULL,Water,NULL,Water,Water
1617,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1618,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1619,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1620,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1621,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1622,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1623,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1624,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
1625,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1626,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1627,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1628,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1629,Forest,Water,Water,NULL,Water,Water,NULL,Water
1630,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1631,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1632,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1633,Forest,Water,Water,NULL,Water,Water,Water,Water
1634,Forest,Water,Water,NULL,Water,Water,Water,Forest
1635,Forest,Water,Water,NULL,Water,Water,Forest,Water
1636,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1637,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1638,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1639,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1640,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1641,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1642,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1643,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1644,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1645,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1646,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1647,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1648,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1649,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1650,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1651,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1652,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1653,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1654,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1655,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1656,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1657,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1658,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1659,Forest,Water,Water,Water,Water,NULL,NULL,Water
1660,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1661,Forest,Water,Water,Water,Water,NULL,Water,Water
1662,Forest,Water,Water,Water,Water,NULL,Water,Forest
1663,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1664,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1665,Forest,Water,Water,Water,Water,Grassland,Water,Water
1666,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1667,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1668,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1669,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1670,Forest,Water,Water,Water,Water,Wetland,Water,Water
1671,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1672,Forest,Water,Water,Water,Water,Water,NULL,Forest
1673,Forest,Water,Water,Water,Water,Water,Wetland,Water
1674,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1675,Forest,Water,Water,Water,Water,Water,Water,Grassland
1676,Forest,Water,Water,Water,Water,Water,Water,Water
1677,Forest,Water,Water,Water,Water,Water,Water,Forest
1678,Forest,Water,Water,Water,Water,Water,Forest,Water
1679,Forest,Water,Water,Water,Water,Water,Forest,Forest
1680,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1681,Forest,Water,Water,Water,Water,Forest,Water,Forest
1682,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1683,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1684,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1685,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1686,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1687,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1688,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1689,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1690,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1691,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1692,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1693,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1694,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1695,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1696,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1697,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1698,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1699,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1700,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1701,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1702,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1703,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1704,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1705,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1706,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1707,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1708,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1709,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1710,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1711,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1712,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1713,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1714,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1715,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1716,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1717,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1718,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1719,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1720,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1721,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1722,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1723,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1724,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1725,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1726,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
1727,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1728,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1729,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1730,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1731,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1732,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1733,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1734,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1735,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1736,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1737,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1738,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1739,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1740,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1741,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1742,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1743,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1744,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1745,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1746,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1747,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1748,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1749,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1750,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1751,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1752,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1753,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1754,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1755,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1756,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1757,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1758,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1759,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1760,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1761,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1762,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1764,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1765,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1766,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1767,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1768,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1769,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1770,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1771,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1772,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1773,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1774,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1775,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1776,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1777,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1778,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
