Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMU_M_R
1266,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1267,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1268,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1269,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1270,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1271,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1272,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1273,Water,Wetland,Water,Water,Water,Water,Water,Water
1274,Water,Wetland,Water,Water,Water,Water,Water,Forest
1275,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1276,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1277,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1278,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1279,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1280,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1281,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1282,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1283,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1284,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1285,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1286,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1287,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1288,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1289,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1290,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1291,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1292,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1293,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1294,Water,Bareland,Water,Water,Water,Water,Water,Water
1295,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1296,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
1297,Water,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1298,Water,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
1299,Water,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Grassland
1300,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
1301,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1302,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
1303,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
1304,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1305,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1306,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
1307,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1308,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
1309,Water,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1310,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
1311,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1312,Water,Built-up,Water,Water,Water,Bareland,Built-up,Grassland
1313,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
1314,Water,Built-up,Water,Water,Water,Water,Water,Water
1315,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1316,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1317,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1318,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1319,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1320,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1321,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1322,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1323,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1324,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1325,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1326,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1327,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1328,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1329,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1330,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1331,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1332,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1333,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1334,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1335,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1336,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1337,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1338,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1339,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1340,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1341,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1342,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1343,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
1344,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1345,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1346,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1347,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1348,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1349,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1350,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1351,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1352,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1353,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1354,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1355,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1356,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1357,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1358,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1359,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1360,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1361,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1362,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1363,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1364,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1365,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1366,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1367,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1368,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1369,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1370,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1371,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1372,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1373,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1374,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1375,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1376,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1377,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1378,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1379,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1380,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1381,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1382,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1383,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1384,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1385,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1386,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1387,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1388,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1389,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1390,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1391,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1392,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1393,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1394,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1395,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1396,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1397,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1398,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1399,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1400,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1401,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1402,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1403,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1404,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1405,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1406,Water,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
1407,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1408,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1409,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1410,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
1411,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1412,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1413,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1414,Water,Water,Grassland,Water,Non_Wetland,Water,Built-up,Grassland
1415,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1416,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1417,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1418,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1419,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1420,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1421,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1422,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1423,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1424,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1425,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
1426,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1427,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1428,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1429,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1430,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1431,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1432,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1433,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1434,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1435,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1436,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1437,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1438,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1439,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1440,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1441,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1442,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1443,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1444,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1445,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1446,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1447,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1448,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1449,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1450,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1451,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1452,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1453,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1454,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1455,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1456,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1457,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1458,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1459,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1460,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1461,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1462,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1463,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1464,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1465,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1466,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1467,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1468,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1469,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1470,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1471,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1472,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1473,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1474,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1475,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
1476,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1477,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1478,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1479,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1480,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1481,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1482,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1483,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1484,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1485,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1486,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1487,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1488,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1489,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1490,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1491,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1492,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1493,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1494,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
1495,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1496,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1497,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1498,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1499,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1500,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1501,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1502,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1503,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1504,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
1505,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1506,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1507,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
1508,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
1509,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1510,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1511,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1512,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1513,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1514,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1515,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1516,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1517,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1518,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1519,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1520,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1521,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
1522,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
1523,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
1524,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1525,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1526,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1527,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1528,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1529,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1530,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1531,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1532,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1533,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1534,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1535,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1536,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1537,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1538,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1539,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1540,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1541,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1542,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1543,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1544,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1545,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1546,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1547,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1548,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1549,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1550,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1551,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1552,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1553,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1554,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1555,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1556,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1557,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1558,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1559,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1560,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Wetland
1561,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1562,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1563,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1564,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1565,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1566,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1567,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1568,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1569,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1570,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1571,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1572,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1573,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1574,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1575,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1576,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1577,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1578,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1579,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1580,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1581,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
1582,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1583,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1584,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1585,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1586,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1587,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
1588,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1589,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
1590,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1591,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1592,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1593,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1594,Water,Water,Water,NULL,Water,NULL,Water,Water
1595,Water,Water,Water,NULL,Water,NULL,Water,Forest
1596,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1597,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1598,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1599,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1600,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1601,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1602,Water,Water,Water,NULL,Water,Wetland,Water,Water
