Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R
325,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
326,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
327,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
328,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
329,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
330,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
331,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
332,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
333,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
334,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
337,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
363,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
373,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
376,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
381,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
386,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
392,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
405,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
406,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
408,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
418,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
419,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
421,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
422,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
425,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
426,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
427,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
428,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
429,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
430,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
433,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
434,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
435,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
436,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
437,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
438,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
439,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
441,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
442,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
446,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
447,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
448,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
450,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
451,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
452,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
453,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
455,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
458,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
459,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
460,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
461,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
462,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
463,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
464,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
465,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
466,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
467,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
468,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
469,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
471,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
474,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
475,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
476,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
477,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
479,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,Grassland,Water
480,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
481,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
482,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
483,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
484,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
485,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
486,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
487,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
488,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
507,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
511,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
515,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
516,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
518,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
535,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
536,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
539,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
540,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
543,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
547,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
549,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
552,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
553,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
554,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
555,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
557,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
558,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
561,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
562,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
563,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
564,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
565,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
567,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
568,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
569,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
570,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
571,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
572,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
573,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
574,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
575,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
576,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
577,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
578,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
579,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
580,NULL,NULL,Water,NULL,Water,Bareland,Forest,Forest
581,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
582,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
583,NULL,NULL,Water,NULL,Water,Water,Water,Water
584,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
585,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
586,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
587,NULL,NULL,Water,Water,Water,Bareland,Grassland,Forest
588,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
589,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
590,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
591,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
592,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
593,NULL,NULL,Water,Water,Water,Water,Grassland,Water
594,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
595,NULL,NULL,Water,Water,Water,Water,Water,Water
596,NULL,NULL,Water,Water,Water,Water,Water,Forest
597,NULL,NULL,Water,Water,Water,Water,Forest,Water
598,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
600,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
623,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
643,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
651,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
662,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
663,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
