Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMR_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
433,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
440,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
441,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
443,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Built-up
450,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
451,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
455,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
457,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
458,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
459,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
460,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
464,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
470,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
472,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
475,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
476,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
478,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Forest
479,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
481,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
482,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
485,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
489,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
494,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
496,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
500,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
502,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
504,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
506,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
510,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
514,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
516,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
522,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
525,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
526,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
530,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
535,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
536,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
538,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
545,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
549,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
551,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Built-up
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
579,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
580,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
583,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
586,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Built-up
587,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
592,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
599,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
600,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
609,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
610,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
613,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Cropland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
619,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Cropland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Water
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
637,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
638,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
644,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
645,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
651,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
652,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
653,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
654,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
655,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
