Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
4260,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Water
4261,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Forest
4262,Grassland,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
4263,Grassland,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
4264,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
4265,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4266,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4267,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
4268,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4269,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4270,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4271,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4272,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Forest
4273,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4274,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4275,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4276,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4277,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
4278,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4279,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4280,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4281,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4282,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4283,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4284,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4285,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
4286,Grassland,NULL,Water,NULL,Water,Water,NULL,Grassland
4287,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
4288,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
4289,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
4290,Grassland,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
4291,Grassland,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
4292,Grassland,NULL,Water,Non_Water,Water,Forest,Water,Forest
4293,Grassland,NULL,Water,Non_Water,Water,Forest,Forest,Forest
4294,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
4295,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
4296,Grassland,NULL,Water,Water,Water,Water,Shrubland,Grassland
4297,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
4298,Grassland,NULL,Water,Water,Water,Water,Water,Water
4299,Grassland,NULL,Water,Water,Water,Water,Water,Forest
4300,Grassland,NULL,Water,Water,Water,Forest,Shrubland,Wetland
4301,Grassland,NULL,Water,Water,Water,Forest,Water,Water
4302,Grassland,NULL,Water,Water,Water,Forest,Water,Forest
4303,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4304,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4305,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4306,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4307,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4308,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4309,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4310,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4311,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4312,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4313,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4314,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4315,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4316,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4317,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4318,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4319,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4320,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4321,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4322,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4323,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4324,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4325,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4326,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4327,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4328,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4329,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4330,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4331,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4332,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4333,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4334,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4335,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4336,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4337,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
4338,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4339,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4340,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4341,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4342,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4343,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4344,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4345,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4346,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4347,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4348,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4350,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4354,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4355,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4356,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4357,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4358,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4359,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4360,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4361,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4362,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4363,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4364,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4365,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4366,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4367,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4368,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4369,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4370,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4371,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4372,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4373,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4374,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4375,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4376,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4377,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4378,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4379,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4380,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4381,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4382,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4383,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4384,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4385,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4386,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4387,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4388,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4389,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4390,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4391,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4392,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4393,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4394,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4395,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4396,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
4397,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4398,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4399,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4400,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
4401,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4402,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4403,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4404,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4405,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4406,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4407,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4408,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4409,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4410,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4411,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4412,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4413,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
4414,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4415,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4416,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4417,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4418,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
4419,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4420,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4421,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4422,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
4423,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4424,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
4425,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4426,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4427,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
4428,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4429,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4430,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
4431,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4432,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4433,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4434,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
4435,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
4436,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4437,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4438,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
4439,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4440,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4441,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4442,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
4443,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
4444,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4445,Grassland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
4446,Grassland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
4447,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4448,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
4449,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
4450,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4451,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4452,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4453,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4454,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4455,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4456,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4457,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4458,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4459,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4460,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4461,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4462,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4463,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4464,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4465,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4466,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4467,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4468,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4469,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4470,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4471,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4472,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4473,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4474,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4475,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4476,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4477,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4478,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4479,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4480,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4481,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4482,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4483,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4484,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4485,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4486,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4487,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4488,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4489,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4490,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4491,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4492,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4493,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4494,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4495,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
4496,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4497,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4498,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4499,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4500,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4501,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4502,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4503,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4504,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4505,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4506,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4507,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4508,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4509,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4510,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4511,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4512,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4513,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4514,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4515,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4516,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4517,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4518,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4519,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4520,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4521,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4522,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4523,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4524,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4525,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4526,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4527,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4528,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4530,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4535,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4536,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4537,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4538,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4539,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4540,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4541,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4542,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4543,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4544,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4545,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4548,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4549,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4550,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4551,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4552,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4553,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4554,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4555,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4556,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
