Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTG_M_R
1722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1723,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1724,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1725,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1726,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1727,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1728,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1729,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1730,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1731,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1732,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1733,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1734,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1735,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1736,Forest,Cropland,Wetland,NULL,Wetland,Forest
1737,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1738,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1739,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1740,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1741,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1742,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1743,Forest,Cropland,Water,NULL,Water,Forest
1744,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1745,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1746,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1747,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1748,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1749,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1750,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland
1751,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1752,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1753,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1754,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1755,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1756,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1757,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1758,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1759,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1760,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
1761,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1762,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1763,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
1764,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1765,Forest,Wetland,Water,NULL,Water,Bareland
1766,Forest,Wetland,Water,Water,Water,Bareland
1767,Forest,Wetland,Water,Water,Water,Water
1768,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1769,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1770,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1771,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1772,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1773,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1774,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1775,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1776,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1777,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1778,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1779,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1780,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1781,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1782,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1783,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1784,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1785,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1786,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
1787,Forest,Bareland,Water,Water,Water,Water
1788,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1789,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1790,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1791,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
1792,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1793,Forest,Bareland,Forest,Water,Non_Wetland,Water
1794,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1795,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1796,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1797,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1798,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1799,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1805,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1806,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1807,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1808,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1809,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1810,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1811,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1812,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1813,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1814,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1815,Forest,Built-up,Wetland,NULL,Wetland,Forest
1816,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1817,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1818,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1819,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1820,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1821,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1822,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1823,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1824,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1825,Forest,Built-up,Water,NULL,Water,Grassland
1826,Forest,Built-up,Water,NULL,Water,Forest
1827,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1828,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1829,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1830,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1831,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1832,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1833,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1834,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1835,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1836,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1837,Forest,Water,NULL,NULL,Non_Wetland,Water
1838,Forest,Water,NULL,NULL,Non_Wetland,Forest
1839,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1840,Forest,Water,NULL,Water,Non_Wetland,Grassland
1841,Forest,Water,NULL,Water,Non_Wetland,Water
1842,Forest,Water,NULL,Water,Non_Wetland,Forest
1843,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1844,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1845,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1846,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1847,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1848,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1849,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1850,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1851,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1852,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1853,Forest,Water,Shrubland,Water,Non_Wetland,Water
1854,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1855,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1856,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1857,Forest,Water,Grassland,NULL,Non_Wetland,Water
1858,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1859,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1860,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1861,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1862,Forest,Water,Grassland,Water,Non_Wetland,Water
1863,Forest,Water,Grassland,Water,Non_Wetland,Forest
1864,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1865,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1866,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1867,Forest,Water,Cropland,NULL,Non_Wetland,Water
1868,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1869,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1870,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1871,Forest,Water,Cropland,Water,Non_Wetland,Forest
1872,Forest,Water,Wetland,NULL,Wetland,Grassland
1873,Forest,Water,Wetland,NULL,Wetland,Bareland
1874,Forest,Water,Wetland,NULL,Wetland,Water
1875,Forest,Water,Wetland,NULL,Wetland,Forest
1876,Forest,Water,Wetland,Non_Water,Wetland,Water
1877,Forest,Water,Wetland,Non_Water,Wetland,Forest
1878,Forest,Water,Wetland,Water,Wetland,Grassland
1879,Forest,Water,Wetland,Water,Wetland,Water
1880,Forest,Water,Wetland,Water,Wetland,Forest
1881,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1882,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1883,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1884,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1885,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1886,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1887,Forest,Water,Water,NULL,Water,Grassland
1888,Forest,Water,Water,NULL,Water,Cropland
1889,Forest,Water,Water,NULL,Water,Bareland
1890,Forest,Water,Water,NULL,Water,Water
1891,Forest,Water,Water,NULL,Water,Forest
1892,Forest,Water,Water,Non_Water,Water,Grassland
1893,Forest,Water,Water,Non_Water,Water,Bareland
1894,Forest,Water,Water,Non_Water,Water,Water
1895,Forest,Water,Water,Non_Water,Water,Forest
1896,Forest,Water,Water,Water,Water,Grassland
1897,Forest,Water,Water,Water,Water,Bareland
1898,Forest,Water,Water,Water,Water,Water
1899,Forest,Water,Water,Water,Water,Forest
1900,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1901,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1902,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1903,Forest,Water,Forest,NULL,Non_Wetland,Water
1904,Forest,Water,Forest,NULL,Non_Wetland,Forest
1905,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1906,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1907,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1908,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1909,Forest,Water,Forest,Water,Non_Wetland,Grassland
1910,Forest,Water,Forest,Water,Non_Wetland,Bareland
1911,Forest,Water,Forest,Water,Non_Wetland,Water
1912,Forest,Water,Forest,Water,Non_Wetland,Forest
1913,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1914,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1915,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1916,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1917,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1918,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1919,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1920,Forest,Forest,NULL,Water,Non_Wetland,Forest
1921,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1922,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1923,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1924,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1925,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1926,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1927,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1931,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1932,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1933,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1934,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1935,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1936,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1937,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1938,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1939,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1940,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1941,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1942,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1943,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1944,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1945,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1946,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1947,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1950,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1951,Forest,Forest,Wetland,NULL,Wetland,NULL
1952,Forest,Forest,Wetland,NULL,Wetland,Grassland
1953,Forest,Forest,Wetland,NULL,Wetland,Cropland
1954,Forest,Forest,Wetland,NULL,Wetland,Forest
1955,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1956,Forest,Forest,Wetland,Water,Wetland,Forest
1957,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1958,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1959,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1960,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1961,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1962,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1963,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1964,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1965,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1966,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1967,Forest,Forest,Water,NULL,Water,NULL
1968,Forest,Forest,Water,NULL,Water,Grassland
1969,Forest,Forest,Water,NULL,Water,Bareland
1970,Forest,Forest,Water,NULL,Water,Water
1971,Forest,Forest,Water,NULL,Water,Forest
1972,Forest,Forest,Water,Non_Water,Water,Grassland
1973,Forest,Forest,Water,Non_Water,Water,Forest
1974,Forest,Forest,Water,Water,Water,Bareland
1975,Forest,Forest,Water,Water,Water,Water
1976,Forest,Forest,Water,Water,Water,Forest
1977,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1978,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1979,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1980,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1981,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1982,Forest,Forest,Forest,NULL,Non_Wetland,Water
1983,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1984,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1985,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1986,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1987,Forest,Forest,Forest,Water,Non_Wetland,NULL
1988,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1989,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1990,Forest,Forest,Forest,Water,Non_Wetland,Forest
