Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVQ_M_R
326,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
327,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
328,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
329,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
331,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
332,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
334,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
335,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
337,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
338,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
339,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
340,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
341,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
342,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
344,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
345,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
346,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
347,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
348,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
349,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
350,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
352,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
353,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
355,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
356,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
360,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
365,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
367,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
368,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
369,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
372,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
375,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
376,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
377,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
378,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
381,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
382,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
383,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
384,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
385,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
386,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
387,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
388,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
389,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
390,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
391,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
392,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
393,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
394,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
395,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
396,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
398,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
401,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
402,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
404,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
405,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
406,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
412,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
413,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
416,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
417,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
418,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
419,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
420,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
421,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
422,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
423,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
425,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
426,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
427,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
428,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
429,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
430,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
431,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
432,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
433,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
435,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
436,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
437,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
438,NULL,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
439,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
441,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
442,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
443,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
444,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
445,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
446,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
447,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
448,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
449,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
450,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
451,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
452,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
453,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
454,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
455,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
458,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
459,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
460,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
461,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
462,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
463,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
465,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
466,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
467,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
468,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
469,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
470,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
471,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
472,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
473,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
474,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
475,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
476,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
477,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
478,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
479,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
480,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
481,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
482,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
483,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
484,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
485,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
486,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
487,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
488,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
489,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
490,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
491,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
492,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
493,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
494,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
495,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
498,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
499,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
500,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
501,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
503,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
504,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
505,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
506,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
507,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
508,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
509,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
510,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
512,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
513,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
514,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
515,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
516,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
517,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
518,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
519,NULL,Water,Water,Water,Water,Bareland,Water,Water
520,NULL,Water,Water,Water,Water,Water,Water,Water
521,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
522,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
523,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
524,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
525,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
528,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
529,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
530,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
531,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
533,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
534,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
535,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
536,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
538,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
539,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
540,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
541,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
543,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
544,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
545,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
546,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
547,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
549,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
550,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
551,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
552,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
553,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
554,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
555,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
556,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
557,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
558,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
560,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
563,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
564,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
565,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
566,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
567,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
568,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
569,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
570,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
571,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
572,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
573,NULL,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
574,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
575,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
576,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
577,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
579,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
580,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
581,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
582,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
583,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
584,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
585,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
587,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
588,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Forest
589,NULL,Forest,Water,Water,Water,Bareland,Bareland,Grassland
590,NULL,Forest,Water,Water,Water,Bareland,Bareland,Bareland
591,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
592,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
594,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
596,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
597,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
598,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
600,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
601,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
602,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
603,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
604,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
605,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
606,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
608,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
609,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
610,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
611,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
612,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
613,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
614,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
615,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
617,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
618,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
619,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
620,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
621,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
623,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
637,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
639,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
640,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
641,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
642,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
643,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
644,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
645,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
646,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
647,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
648,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
650,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
651,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
652,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
654,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
655,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
656,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
657,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
658,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
659,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
660,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
661,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
