Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
2637,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
2638,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2639,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2640,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2641,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2642,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2643,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
2644,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2645,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2646,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2647,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2648,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2649,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2650,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2651,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2652,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2653,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2654,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2655,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2656,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2657,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2658,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2659,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2660,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2661,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2662,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2663,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2664,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2665,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2666,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2667,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2668,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2669,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2670,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2671,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2672,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2673,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2674,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2675,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2676,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2677,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2678,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2679,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2680,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2681,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2682,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2683,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2684,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2685,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2686,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2687,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2688,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2689,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2690,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2691,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2692,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2693,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2694,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2695,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2696,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2697,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2698,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2699,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2700,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2701,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2702,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2703,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2704,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2705,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2706,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2707,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2708,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2709,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2710,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2711,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2712,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2713,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2714,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2715,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2716,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2717,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2718,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2719,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2720,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2721,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2722,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2723,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2724,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2725,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2726,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2727,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2728,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2729,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2730,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2731,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2732,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2733,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2734,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2735,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2736,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2737,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2738,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2739,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2740,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2741,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2742,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2743,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2744,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2745,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2746,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2747,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2748,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2749,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2750,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2751,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2752,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2753,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2754,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2755,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2756,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2757,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2758,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2759,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2760,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2761,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2762,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2763,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2764,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2765,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2766,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2767,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2768,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2769,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2770,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2771,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2772,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2773,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2774,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
2775,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2776,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2777,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2778,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2779,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2780,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2781,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2782,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2783,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2784,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2785,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2786,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
2787,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2788,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2789,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2790,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2791,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
2792,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
2793,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2794,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2795,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2796,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2797,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
2798,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
2799,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2800,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
2801,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2802,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2803,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
2804,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
2805,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2806,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
2807,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Water
2808,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
2809,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Bareland
2810,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
2811,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Bareland
2812,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
2813,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
2814,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
2815,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2816,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2817,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2818,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2819,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2820,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2821,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2822,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2823,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2824,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2825,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2826,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2827,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2828,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2829,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2830,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2831,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2832,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2833,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2834,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2835,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2836,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2837,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2838,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2839,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2840,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2841,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2842,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2843,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2844,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2845,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2846,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2847,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2848,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2849,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2850,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2851,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2852,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2853,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2854,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2855,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2856,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2857,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2858,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2859,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2860,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2861,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
2862,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
2863,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2864,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2865,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2866,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2867,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2868,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2869,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2870,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2871,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2872,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2873,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2874,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2875,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2876,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2877,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2878,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2879,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2880,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2881,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2882,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2883,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2884,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2885,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2886,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2887,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2888,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2889,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2890,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2891,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
2892,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2893,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2894,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2895,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2896,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2897,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2898,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2899,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2900,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2901,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2902,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2903,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2904,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2905,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2906,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2907,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2908,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2909,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2910,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2911,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2912,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2913,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2914,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2915,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2916,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2917,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2918,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2919,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2920,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2921,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2922,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2923,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2924,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2925,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2926,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2927,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2928,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2929,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2930,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2931,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2932,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2933,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2934,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2935,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2936,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2937,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2938,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2939,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
2940,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2941,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2942,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2943,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
2944,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
2945,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2946,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2947,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Bareland
2948,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
2949,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2950,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
