Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R
3062,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3063,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3064,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3065,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3066,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3067,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3068,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3069,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3070,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3071,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3072,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3073,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3074,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3075,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3076,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3077,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3078,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3079,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3080,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3081,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3082,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3083,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3084,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3085,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3086,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3087,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3088,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3089,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3090,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3091,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3092,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3093,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3094,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3095,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3096,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3097,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
3098,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3099,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3100,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3101,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3102,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3103,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3104,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3105,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3106,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3107,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3108,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3109,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3110,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3111,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3112,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3113,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3114,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3115,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3116,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3117,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3118,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3119,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3120,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3121,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3122,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3123,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3124,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3125,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3126,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3127,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3128,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3129,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3130,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3131,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3132,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3133,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3134,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3135,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3136,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3137,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3138,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
3139,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3140,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3141,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3142,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3143,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3144,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3145,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3146,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3147,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3148,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3149,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3150,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3151,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3152,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3153,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3154,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3155,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3156,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3157,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3158,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3159,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3160,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3161,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3162,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3163,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3164,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3165,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3166,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3167,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3274,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3275,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3276,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3277,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3278,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
3279,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3280,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3281,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3282,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3283,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3284,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
3285,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3286,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3287,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3288,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3289,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3290,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3291,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3292,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3293,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3294,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3295,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3296,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3297,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3298,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3299,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3300,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3301,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3302,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3303,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3304,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3305,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3306,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3307,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3308,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3309,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3310,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3311,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3312,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3313,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3314,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3315,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3316,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3317,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3318,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3319,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3320,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3321,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3322,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3323,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3324,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3325,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3326,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3327,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3328,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3329,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3330,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3331,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3332,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3333,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3334,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3335,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3336,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3337,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
3338,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3339,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3340,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3341,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3342,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3343,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3344,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3345,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3346,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3347,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3348,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3349,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3350,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3351,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3352,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3353,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3354,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3355,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3356,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3357,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3358,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3359,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3360,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3361,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3362,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3363,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3364,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3365,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3366,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3367,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3368,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3369,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3370,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
3371,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3374,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3375,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
