Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBM_M_R
335,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
336,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
337,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
338,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
340,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
341,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Water
342,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
343,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
344,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
345,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
347,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
348,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
349,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
351,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
352,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
353,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
354,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
359,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
361,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
363,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
364,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
365,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
367,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
368,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
369,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
370,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
371,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
372,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
373,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
374,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
375,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
376,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
377,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
379,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
380,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
381,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
382,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
383,NULL,Cropland,Grassland,Water,Non_Wetland,Built-up,Grassland,Forest
384,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
386,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
388,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
389,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
390,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
392,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
394,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
395,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
396,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
400,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
401,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
402,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
403,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
404,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
405,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
406,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
407,NULL,Cropland,Water,NULL,Water,Built-up,Grassland,Forest
408,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
410,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
411,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
412,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
416,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
417,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
418,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
419,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
420,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
421,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
423,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
424,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
425,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
426,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
427,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
428,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
429,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
431,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
432,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
439,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
440,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
441,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
442,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
443,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
444,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
445,NULL,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Bareland
446,NULL,Bareland,Forest,Water,Non_Wetland,Water,Water,Forest
447,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
449,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
450,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
451,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
453,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
454,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
455,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
456,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
457,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
458,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
459,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
460,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
461,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
462,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
463,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
464,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
465,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
466,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
467,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
468,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
469,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
470,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
471,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
472,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
473,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
474,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
475,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
476,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
477,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
478,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
479,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
480,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Grassland
481,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
499,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
500,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
501,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
510,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
511,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
538,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Built-up
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
548,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
549,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
550,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
551,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
552,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
553,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
554,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
555,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
556,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
557,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
558,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
559,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
560,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Water
561,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
562,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
563,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
564,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
565,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
566,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Grassland
567,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Water
568,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
570,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
571,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
572,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
573,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
574,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
575,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
576,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
577,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
578,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
579,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
580,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
581,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
582,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
583,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
584,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
585,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
586,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
587,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
588,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
589,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
590,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
591,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
593,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
594,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
595,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Built-up,Water
596,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
597,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
598,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
599,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
600,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
601,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
602,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
614,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
616,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
618,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
619,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
620,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
621,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
624,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
625,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
626,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
627,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
636,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
637,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
638,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
639,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
640,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
641,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
642,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
643,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
644,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
645,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
646,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
647,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
648,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
649,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
650,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
652,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
653,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
654,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
655,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
656,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
