Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDE_M_R
1364,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1365,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1366,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1367,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1370,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1371,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1372,Water,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1373,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1374,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1375,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1376,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1377,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1378,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1379,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1380,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1381,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1382,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1383,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1384,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1386,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1387,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1388,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1389,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1390,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1391,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1392,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1394,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1395,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1396,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1397,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1398,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1399,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1400,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1402,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1403,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1404,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1405,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1406,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1407,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1408,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1409,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1410,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1411,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1412,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1413,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1415,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1416,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1417,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1418,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1419,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1421,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1422,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1424,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1426,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1427,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1428,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1429,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1430,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1431,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1433,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1434,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1435,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1436,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1437,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1439,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1440,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1442,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1443,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1445,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1446,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1447,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1448,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1449,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1450,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1451,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1452,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1453,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1455,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1456,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1457,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1458,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1459,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1460,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1462,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1463,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1464,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1465,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1466,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1467,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1468,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1469,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1470,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1471,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1472,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1473,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1475,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1476,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1477,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1478,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1479,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1480,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1481,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1482,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1483,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1484,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1485,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1486,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1487,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1488,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1489,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1490,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1491,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1492,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1493,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1494,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1495,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1496,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1497,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1498,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1499,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1500,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1501,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1502,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1503,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1504,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1505,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1506,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1507,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1508,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1509,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1510,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1511,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1512,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1513,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1514,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1515,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1516,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1517,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1518,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1520,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1522,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1523,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1524,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1525,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1526,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1527,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1529,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1530,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1531,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1532,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1533,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1534,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1535,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1536,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1537,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
1538,Water,Water,Water,NULL,Water,NULL,NULL,Water
1539,Water,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1540,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1541,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1542,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1543,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1544,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1545,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1546,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1547,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1548,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1549,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1550,Water,Water,Water,Water,Water,NULL,NULL,Water
1551,Water,Water,Water,Water,Water,NULL,NULL,Forest
1552,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1553,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1554,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1555,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1556,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1557,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1559,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1560,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1561,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1562,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1563,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1564,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1565,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1566,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1567,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1568,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1569,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1570,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1571,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1572,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1573,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1574,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1575,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1576,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1577,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1578,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1580,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1581,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1583,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1584,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1585,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1586,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1587,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1588,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1589,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1590,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1593,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1594,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1595,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1596,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1597,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1598,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1600,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1601,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1602,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1603,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1604,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1605,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1606,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1607,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1608,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1610,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1611,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1612,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1613,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1614,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1615,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1617,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1618,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1619,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
1620,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1621,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1622,Water,Forest,Water,NULL,Water,NULL,NULL,Built-up
1623,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1624,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1625,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1626,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1627,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1628,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1629,Water,Forest,Water,Water,Water,NULL,NULL,Water
1630,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1631,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1632,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1634,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1635,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1636,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1637,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1638,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1639,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1640,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1641,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1642,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1644,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1645,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1646,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1647,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1648,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1649,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1650,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1651,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1652,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1653,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1654,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1655,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1656,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1657,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1658,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1659,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1662,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1664,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1666,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1667,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1668,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1669,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1670,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1672,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1674,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1675,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1676,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1677,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1678,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1679,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1680,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
1681,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1682,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1683,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1684,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1685,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1686,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1687,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1688,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1689,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1690,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1691,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1694,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1695,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1696,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1697,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1699,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1700,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
