Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQK_M_R
1948,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1949,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1950,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1951,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1952,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1953,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1954,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1955,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1956,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1957,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1958,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1959,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1960,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1961,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1962,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1963,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1964,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
1965,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1966,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1967,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
1968,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1969,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1970,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1971,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
1972,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1973,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1974,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Built-up
1975,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1976,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1977,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1978,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1979,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1980,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1981,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1982,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1983,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1984,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1985,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1986,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1987,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1988,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1989,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1990,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1991,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1992,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1993,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1994,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1995,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1996,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1997,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1998,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1999,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
2000,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2001,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2002,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Forest
2003,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2004,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2005,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2006,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2007,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2008,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2009,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2010,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2011,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2012,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2013,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2014,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2015,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
2016,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2017,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2018,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2019,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2020,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2021,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2022,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2023,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2024,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2025,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2026,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Water
2027,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2028,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2029,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2030,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2031,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2032,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2033,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2034,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
2035,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2036,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2037,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2038,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2039,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2040,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2041,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2042,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2043,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2044,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2045,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2046,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2047,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2048,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Built-up
2049,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
2050,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2051,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
2052,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2053,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2054,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2055,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2056,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2057,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2058,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2059,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
2060,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2061,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2062,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
2063,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2064,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2065,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
2066,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2067,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,Built-up
2068,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
2069,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2070,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2071,NULL,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2072,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2073,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2074,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2075,NULL,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
2076,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2077,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2078,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2079,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2080,NULL,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2081,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2082,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2083,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2084,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2085,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2086,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
2087,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2088,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
2089,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2090,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2091,NULL,Water,Water,NULL,Water,Wetland,NULL,Forest
2092,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
2093,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
2094,NULL,Water,Water,Water,Water,Wetland,Grassland,Wetland
2095,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2096,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2097,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2098,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2099,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2100,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2101,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2102,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2103,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2104,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2105,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2106,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2107,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2108,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2109,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2110,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2111,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2112,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2113,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2114,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
2115,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2116,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2117,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2118,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2119,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2120,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2121,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2122,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2123,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2124,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2125,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2126,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2127,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2128,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2129,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2130,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2131,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2132,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2133,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2134,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2135,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2136,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2137,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2138,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2139,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2140,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2141,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2142,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2143,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2144,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2145,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2146,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2147,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2148,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2149,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2150,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2151,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2152,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2153,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2154,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2155,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2156,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2157,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2158,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2159,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2160,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2161,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2162,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2163,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
2164,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2165,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2166,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2167,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2168,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2169,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2170,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2171,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2172,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2173,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2174,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2175,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2176,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2177,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2178,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2179,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2180,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2181,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2182,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2183,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2184,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2185,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2186,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2187,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2188,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2189,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2190,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2191,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2192,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2193,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2194,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2195,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2196,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2197,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2198,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2199,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2200,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2201,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2202,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
2203,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2204,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2205,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2206,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2207,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2208,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2209,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2210,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2211,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2212,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2213,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2214,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2215,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2216,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2217,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2218,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2219,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2220,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2221,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2222,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2223,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2224,NULL,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2225,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
2226,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2227,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2228,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2229,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2230,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2231,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2232,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2233,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2234,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2235,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2236,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2237,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2238,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2239,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2240,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2241,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2242,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2243,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2244,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2245,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2246,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2247,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2248,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2249,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2250,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2251,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2252,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2253,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2254,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2255,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2256,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
2257,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2258,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2259,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2260,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2261,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2262,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2263,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2264,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2265,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2266,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2267,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2268,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2269,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2270,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2271,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2272,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2273,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2274,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2275,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2277,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2278,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
