Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
322,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
323,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
324,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
325,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
326,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
327,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
328,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
329,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
330,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
344,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
346,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
347,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
349,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
350,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
351,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
353,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
354,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
355,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
356,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
363,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
365,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
367,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
368,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
369,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
370,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
371,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
372,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
373,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
377,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
378,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
379,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
380,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
381,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
382,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
383,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
384,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
386,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
387,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
388,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
389,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
390,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
391,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
393,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
394,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
395,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
396,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
397,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
398,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
400,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
403,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
404,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
405,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
406,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
407,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
408,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
409,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
410,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
411,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
413,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
414,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
415,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
416,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
417,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
418,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
419,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
420,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
421,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
422,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
423,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
424,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
425,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
426,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
427,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
428,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
429,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
430,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
431,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
433,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
435,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
436,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
437,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
438,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
439,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
440,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
441,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
442,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
443,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
444,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
445,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
446,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
447,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
448,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
449,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
450,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
452,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
454,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
455,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
457,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Grassland
458,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
459,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
460,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
461,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
462,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
463,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
464,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
465,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
466,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
467,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
468,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
469,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
471,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
472,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
473,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
475,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
476,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
477,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
479,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
481,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
482,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
483,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
484,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
485,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
487,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
488,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
489,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
491,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
493,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
494,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
495,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
497,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
498,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
499,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
501,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
502,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
503,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
504,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
505,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
506,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
507,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
508,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
509,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
510,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
511,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
512,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
513,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
515,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Grassland
516,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
518,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
523,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
525,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
527,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
530,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
540,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
542,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
544,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
549,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
552,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
553,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
554,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
558,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
559,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
560,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
561,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
562,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Grassland
563,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
565,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
566,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
567,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
568,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
569,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
570,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
571,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
572,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
573,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
574,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
579,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
581,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
584,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
586,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
587,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
588,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
589,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
593,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
594,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
595,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
597,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
602,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
614,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
620,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
633,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
648,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
654,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
656,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
657,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
658,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
659,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
662,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
663,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
664,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
665,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
