Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
326,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
327,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
330,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
333,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
336,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
337,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
343,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
347,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
348,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
349,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
350,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
352,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
361,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
363,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
370,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
371,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
374,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
378,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
379,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
380,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
381,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
382,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
386,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
387,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
389,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
390,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
394,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
395,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
396,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
397,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
398,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
400,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
402,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
404,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
405,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
406,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
407,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
408,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
409,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
410,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
411,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
412,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
413,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
414,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
415,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
416,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
417,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
418,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
419,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
420,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
421,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
422,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
423,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
424,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
425,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
427,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
429,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
430,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
431,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
432,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Forest
433,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
434,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
436,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
438,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
439,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
440,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
441,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
442,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
443,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
444,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
445,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
446,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
448,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
449,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
450,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
451,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
452,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
453,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
454,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
455,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
459,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Forest
460,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
462,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
463,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
465,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
466,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
467,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
469,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
470,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
473,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Built-up
474,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
475,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
476,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
477,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
478,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
479,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
480,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
482,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
483,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
484,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
485,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
486,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
488,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
489,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
491,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
493,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
494,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
496,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
497,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
498,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
499,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
500,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
501,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
502,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
503,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
504,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
506,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
507,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
508,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
509,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
513,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
514,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
519,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
523,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
524,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
527,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
528,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Water
529,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
534,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
535,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
538,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
541,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
542,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
545,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
547,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
549,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
550,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
551,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
552,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
553,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
554,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
555,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
558,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
559,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
560,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
562,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
563,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
564,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
565,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
566,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
568,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
569,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
572,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
574,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
576,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
577,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
578,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
579,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
580,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
581,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
582,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
583,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
584,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
585,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
586,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
587,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
588,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
589,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
590,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
591,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
592,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
593,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
594,NULL,NULL,Water,NULL,Water,Water,Water,Water
595,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
596,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
597,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
598,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Forest
599,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
600,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
601,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
602,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
603,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
604,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
605,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
606,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
607,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
608,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
609,NULL,NULL,Water,Water,Water,Wetland,Water,Water
610,NULL,NULL,Water,Water,Water,Bareland,Grassland,Built-up
611,NULL,NULL,Water,Water,Water,Bareland,Grassland,Forest
612,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
613,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
614,NULL,NULL,Water,Water,Water,Water,Wetland,Water
615,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
616,NULL,NULL,Water,Water,Water,Water,Water,Grassland
617,NULL,NULL,Water,Water,Water,Water,Water,Wetland
618,NULL,NULL,Water,Water,Water,Water,Water,Water
619,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
624,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
643,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
645,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
651,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
660,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
661,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
664,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
666,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
667,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
668,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
670,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
671,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
