Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWG_M_R
322,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
323,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
328,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
337,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
339,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
340,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
347,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
348,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
351,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
353,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
354,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
355,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
356,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Grassland
357,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
366,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
382,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
399,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
408,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
413,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
414,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
417,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
418,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
419,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
420,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
421,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Forest
422,NULL,NULL,Water,NULL,Water,Cropland,Forest,Forest
423,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
424,NULL,NULL,Water,NULL,Water,Bareland,NULL,Forest
425,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
426,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
427,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
428,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
439,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
464,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
466,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
468,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
470,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
474,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
476,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
478,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
480,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
482,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
484,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
488,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
491,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
492,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
497,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
499,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
500,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
501,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
502,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
507,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
509,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
511,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
513,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
515,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
516,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
517,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
519,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
520,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
521,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
522,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
523,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
524,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
525,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
526,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
527,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
528,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
529,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
530,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
531,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
532,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
533,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
534,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
535,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
536,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
537,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
538,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
539,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
540,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
542,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
543,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
545,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
546,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
547,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
548,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
549,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
550,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
551,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
552,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
553,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
554,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
555,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
556,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
557,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
558,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
559,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
560,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
561,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
562,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
563,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
564,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
565,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
566,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
567,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
568,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
570,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
571,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
572,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
573,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
574,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
575,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
576,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
577,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
578,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
579,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
580,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
582,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
583,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
584,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
585,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
586,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
587,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
588,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
589,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
590,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
591,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
592,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
593,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
594,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
596,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
597,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
598,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
601,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
602,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
603,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
604,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
605,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
606,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
607,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
608,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
610,NULL,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
611,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
612,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
613,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
614,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
615,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
616,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
617,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
618,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
619,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
620,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
621,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
622,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
623,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
