Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R
1521,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
1522,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1523,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
1524,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1525,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Water
1526,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1527,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1528,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
1529,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
1530,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1531,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Water
1532,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1533,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
1534,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
1535,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
1536,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
1537,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
1538,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
1539,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
1540,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
1541,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1542,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1543,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
1544,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1545,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1546,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1547,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
1548,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
1549,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1550,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
1551,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
1552,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1553,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
1554,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1555,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1556,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1557,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1558,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
1559,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1560,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1561,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1562,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
1563,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1564,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1565,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1566,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1567,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1568,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1569,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1570,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Water
1571,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
1572,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Grassland,Forest
1573,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Bareland,Forest
1574,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water,Grassland
1575,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
1576,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
1577,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,NULL,Forest
1578,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Bareland
1579,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
1580,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
1581,NULL,Built-up,NULL,Water,Non_Wetland,Water,NULL,Water
1582,NULL,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Water
1583,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
1584,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Forest
1585,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1586,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1587,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1588,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1589,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1590,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1591,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1592,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1593,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1594,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1595,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1596,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1597,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1598,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1599,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1600,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1601,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1602,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1603,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
1604,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1605,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1606,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1607,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1608,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1609,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
1610,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1611,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1612,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
1613,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
1614,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1615,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1616,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1617,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
1618,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1662,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1663,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1664,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1665,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1666,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1667,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1668,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1669,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1670,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1671,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1672,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1673,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1674,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1675,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
1683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1685,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1686,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1687,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1688,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1689,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
1690,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1691,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1692,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1693,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1694,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1695,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1696,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1697,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1698,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1699,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1700,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
1701,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
1702,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1703,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1704,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
1705,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1706,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1707,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1708,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1709,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1710,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
1713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
1717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
1718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
1723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
1724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
1730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
1733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
1734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1739,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1740,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1741,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1742,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1743,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1744,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1745,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1746,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1747,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1748,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1749,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1750,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1751,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1752,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1753,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1754,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1755,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
1756,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
1757,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1758,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
1759,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,NULL,Forest
1760,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
1761,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
1762,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
1763,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Wetland
1764,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Built-up
1765,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1766,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
1767,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
1768,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1769,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1770,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1771,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1772,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1773,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
1774,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1775,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
1776,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1777,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1778,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1779,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1780,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1782,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1783,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1784,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1785,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1786,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1787,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1788,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1789,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1790,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1791,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1792,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1793,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1794,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1795,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1796,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Water
1797,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1798,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1799,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1800,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1801,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1802,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1803,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1804,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1805,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1806,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1807,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1808,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1809,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1810,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1811,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1812,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1813,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1814,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1815,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1816,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1817,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1818,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1819,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1820,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1821,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1822,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1823,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1824,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1825,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
1826,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1827,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1828,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1829,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1830,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1831,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1832,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1833,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1834,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1835,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1836,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1837,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1838,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1839,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1840,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
