Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
2323,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
2324,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2325,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2326,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2327,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2328,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2329,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2330,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2331,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2332,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2333,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2334,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2335,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2336,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2337,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2338,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2339,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2340,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2341,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2342,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2343,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2344,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2345,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2346,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2347,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2348,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2349,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2350,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2351,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2352,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2353,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2354,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2355,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2356,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2357,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2358,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2359,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2360,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2361,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2362,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2363,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2364,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2365,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2366,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2367,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2368,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2369,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2370,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
2371,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2372,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2373,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2374,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2375,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2377,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2378,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2379,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2380,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2381,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2382,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2383,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2384,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2385,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2386,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2387,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2388,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2389,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2390,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
2391,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
2392,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2393,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2394,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2395,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2396,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2397,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2398,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2399,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2400,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2401,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2402,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2403,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2404,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
2405,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2406,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2407,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
2408,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2409,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2410,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2411,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2412,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2413,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2414,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2415,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2416,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2417,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2418,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2419,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2420,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2421,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2422,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2423,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2424,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2425,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2426,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2427,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2428,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2429,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2430,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
2431,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2432,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2433,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2434,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2435,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2436,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
2437,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2438,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2439,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2440,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2441,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2442,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2443,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2444,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2445,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2446,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2447,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2448,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2449,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2450,NULL,Water,Water,NULL,Water,Wetland,Shrubland,Grassland
2451,NULL,Water,Water,NULL,Water,Wetland,Wetland,Water
2452,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
2453,NULL,Water,Water,NULL,Water,Wetland,Water,Water
2454,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
2455,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Water
2456,NULL,Water,Water,NULL,Water,Bareland,Wetland,Wetland
2457,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2458,NULL,Water,Water,NULL,Water,Water,NULL,Grassland
2459,NULL,Water,Water,NULL,Water,Water,Wetland,Wetland
2460,NULL,Water,Water,NULL,Water,Water,Water,Wetland
2461,NULL,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
2462,NULL,Water,Water,Water,Water,Shrubland,NULL,Grassland
2463,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
2464,NULL,Water,Water,Water,Water,Bareland,Wetland,Wetland
2465,NULL,Water,Water,Water,Water,Bareland,Water,Wetland
2466,NULL,Water,Water,Water,Water,Bareland,Water,Water
2467,NULL,Water,Water,Water,Water,Water,Water,Wetland
2468,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2469,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2470,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2471,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2472,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2473,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2474,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2475,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2476,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2477,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2478,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2479,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2480,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2481,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2482,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2483,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2484,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2485,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2486,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2487,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2488,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2489,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2490,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2491,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2492,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2493,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2494,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2495,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2496,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2497,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2498,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2499,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2500,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2501,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2502,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2503,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2504,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2505,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2506,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2507,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2508,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2509,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2510,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2511,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2512,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2513,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2514,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2515,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2516,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2517,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2518,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2519,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2520,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2521,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
2522,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2524,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2525,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2526,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2527,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2528,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2529,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2530,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2531,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2532,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2533,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2534,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2535,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2536,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2537,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2538,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2539,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2540,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2541,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2542,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2543,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2544,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2545,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2546,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2547,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
2548,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2549,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2550,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2551,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
2552,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2553,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2554,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2555,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2556,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2557,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2558,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2559,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2560,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2561,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2562,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2563,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2564,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2565,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2566,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2567,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2568,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2569,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2570,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2571,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2572,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2573,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2574,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2575,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2576,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2577,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2578,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2579,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2580,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2581,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2582,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2583,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2584,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2585,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2586,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2587,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2588,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2589,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2590,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2591,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2592,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2593,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2594,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2595,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2596,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2597,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2598,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2599,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2600,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2601,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2602,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2603,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2604,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2605,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2606,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
2607,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2608,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2609,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2610,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2611,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2612,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2613,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2614,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2615,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2616,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2617,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2618,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2619,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2620,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2621,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2622,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2623,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2624,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2625,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
