Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRH_M_R
3573,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3574,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3575,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3576,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3577,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3578,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3579,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3580,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3581,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3582,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3583,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3584,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
3585,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3586,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3587,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3588,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3589,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3590,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3591,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3592,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3593,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3594,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3595,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3596,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3597,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3598,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3599,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3631,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3632,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3633,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3634,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3635,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3636,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3637,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3638,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3639,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3640,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3641,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3642,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3643,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3644,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3645,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3646,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3647,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3648,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3649,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3650,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3651,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3652,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3653,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3654,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3655,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3656,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3657,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3658,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3659,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3660,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3661,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3662,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3663,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3664,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3665,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3666,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3667,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3668,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3669,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3670,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3671,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3672,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3673,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
3674,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3675,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3676,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3677,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3678,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3681,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
3682,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3683,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3688,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3689,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3690,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3691,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3692,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3693,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3694,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3695,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3696,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3697,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3698,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3699,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3700,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3701,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3702,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3703,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3704,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3705,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3706,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3707,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3708,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3709,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3710,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3711,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3712,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3713,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3714,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3715,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3716,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3717,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3718,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3719,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3720,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3721,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
3722,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3723,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3724,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3725,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3726,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3727,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3728,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3729,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3730,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3731,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3732,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3733,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3734,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3735,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3736,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3737,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3738,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3739,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3740,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
3741,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3742,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
3743,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3744,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3745,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3746,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3747,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3748,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3749,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3750,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3751,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3752,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
3753,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3754,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3755,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3756,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3757,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3758,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3759,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3760,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3761,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3762,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
3763,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
3764,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3765,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
3766,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
3767,Grassland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
3768,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3769,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3770,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3771,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3772,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3773,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3774,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3775,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3776,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3777,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3778,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3779,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3780,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
3781,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3782,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3783,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3784,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3785,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3786,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3787,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3788,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3789,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3790,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3791,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3792,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3793,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3794,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3795,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3796,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3797,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3798,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3799,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3800,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3801,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3802,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3803,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3804,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3805,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3806,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3807,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3808,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3809,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3810,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3811,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3812,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3813,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3814,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3815,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3816,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3817,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3818,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3819,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3820,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3821,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3822,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3823,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3824,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3825,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3826,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3827,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3828,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3829,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3830,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3831,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3832,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3833,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3834,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,NULL
3835,Grassland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3836,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3837,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3838,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3839,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3840,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3841,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3842,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3843,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3844,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3845,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3846,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3847,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3848,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3849,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3850,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3851,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3852,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3853,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3854,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3855,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3856,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3857,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3858,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3859,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3860,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
3861,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3862,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
3863,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3864,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3865,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3866,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3867,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3868,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3869,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3870,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3871,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3872,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3873,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3874,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3875,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3876,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
3877,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3878,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3879,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3880,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3881,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3882,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3883,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3884,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3885,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3886,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3887,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3888,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
