Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
3650,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3651,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3652,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3653,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3654,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3655,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3656,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3658,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3659,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3660,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3661,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3662,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
3663,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3664,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3665,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3666,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3667,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3668,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3669,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3670,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3671,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3672,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3673,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3674,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3675,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3676,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3677,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3678,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3679,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3680,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3681,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3682,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3683,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3684,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3685,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3686,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3687,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3688,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3689,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3690,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3691,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3692,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3693,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3694,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3695,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3696,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3697,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3698,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3699,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3700,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3701,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3702,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3703,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3704,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3705,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3706,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3707,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3708,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3709,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3710,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3711,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3712,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3713,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3714,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3715,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3716,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3717,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3718,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3719,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3720,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3721,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3722,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3723,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3724,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3725,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3726,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3727,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3728,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3729,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3730,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
3731,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3732,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3733,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3734,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3735,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3736,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3737,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3738,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3739,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3740,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3741,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3742,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3743,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3744,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3745,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3746,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3747,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3748,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3749,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3750,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3751,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3752,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3753,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3754,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3755,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3756,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3757,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3758,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3759,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3760,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3761,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3762,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3763,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3764,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3765,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3766,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3767,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3768,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3769,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3770,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3771,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3772,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3773,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3774,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3775,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3776,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3777,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3778,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3779,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3780,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3781,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3782,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3783,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3784,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3785,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3786,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3787,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3788,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3789,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3790,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3791,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3792,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3793,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3794,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3795,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3796,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3797,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3798,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3799,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3800,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3801,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3802,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3803,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3804,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3805,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3806,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3807,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3808,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3809,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3810,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3811,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3812,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3813,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3814,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3815,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3816,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3817,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3818,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3819,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3820,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
3821,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3822,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3823,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3824,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3825,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3826,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3827,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3828,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3829,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3830,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3831,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3832,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
3833,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3834,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3835,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3836,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
3837,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3838,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3839,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3840,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3841,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3842,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3843,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3844,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3845,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3846,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3847,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3851,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3856,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3857,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3858,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3859,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3860,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3861,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3862,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3863,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3864,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3865,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3866,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3867,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3868,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3869,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3870,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3871,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3872,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3873,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3874,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3875,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3876,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3877,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3878,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3879,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3880,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3881,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3882,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3883,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3884,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3885,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3886,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3887,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3888,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3889,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3890,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3891,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3892,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3904,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3905,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3906,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3907,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3908,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3909,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3910,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3911,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3912,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3913,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3914,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3915,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3916,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3917,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3918,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3919,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3920,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3921,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3922,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3923,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3924,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3925,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3926,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
3927,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3928,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3929,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3930,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3931,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3932,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3933,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3934,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3935,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3936,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3937,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3938,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3939,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3940,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3941,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3942,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3943,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3944,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3945,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3946,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3947,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3948,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3949,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3950,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3951,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3952,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3953,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3954,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3955,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3956,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3957,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3958,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3959,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3960,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3961,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3962,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
