Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEB_M_R
332,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
333,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
335,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
336,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
337,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
338,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
348,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
349,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
350,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
353,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
354,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
355,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
357,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
358,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
359,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
360,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
362,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
363,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
365,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
366,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
368,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
369,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
370,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
373,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
375,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
377,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
378,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
379,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
380,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
381,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
383,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
384,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
386,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
387,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
389,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
390,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
393,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
454,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
455,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
456,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
457,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
458,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
459,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
464,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
465,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
466,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
467,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
468,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
469,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
470,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
471,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
472,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
473,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
474,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
475,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
476,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
477,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
478,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
481,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
482,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
483,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
484,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
485,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
486,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
487,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
488,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
489,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
490,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
491,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
493,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
494,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
495,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
497,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
498,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
499,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
500,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
501,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
502,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
503,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
504,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
505,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
506,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
507,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
508,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
509,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
510,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
511,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
512,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
513,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
514,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
515,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
518,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
519,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
520,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
521,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
522,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
523,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
526,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
528,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
529,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
530,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
531,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
532,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
533,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
534,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
537,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
538,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
539,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
540,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
541,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
542,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
543,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
545,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
546,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
547,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
550,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
551,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
552,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
553,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
554,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
555,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
556,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
558,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
559,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
560,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
561,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
562,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
563,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
564,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
565,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
566,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
567,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
569,NULL,Water,Water,Water,Water,Wetland,Water,Bareland
570,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
571,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
572,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
573,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
574,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
575,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
577,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
578,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
579,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
580,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
582,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
583,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
584,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
585,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
586,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
587,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
588,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
589,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
590,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
591,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
592,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
593,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
594,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
597,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
598,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
601,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
602,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
604,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
605,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
606,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
607,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
608,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
609,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
611,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
612,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
614,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
615,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
616,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
617,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
618,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
620,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
621,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
623,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
624,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
625,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
626,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
627,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
628,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
629,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
630,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
631,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
632,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
633,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
634,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
635,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
636,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
637,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
638,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
640,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
641,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
643,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
644,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
645,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
646,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
647,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
648,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
649,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
650,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
651,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
652,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
653,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
654,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
655,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
656,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
657,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
658,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
659,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
660,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
661,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
662,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
