Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
1431,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1432,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1433,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1434,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1435,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1436,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1437,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1438,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1439,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1440,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1441,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1442,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1443,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1444,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1445,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1446,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1447,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1448,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1449,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1450,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1451,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1452,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1453,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1454,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1455,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1456,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1468,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1469,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1470,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1471,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1472,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1473,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1474,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1475,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1476,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1477,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1478,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1479,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1480,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1481,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1482,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1483,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1484,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1485,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1486,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1487,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1488,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1489,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1490,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1491,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1492,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1493,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1494,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1495,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1496,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1497,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1498,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1499,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1500,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1501,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1502,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1503,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1504,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1505,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1508,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1509,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1510,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1511,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1512,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1513,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1514,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1515,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1516,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1517,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1524,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1525,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1526,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1527,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1528,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1529,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1530,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1531,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1532,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1533,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1534,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1535,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1536,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1537,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
1538,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1539,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1540,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1541,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1542,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
1543,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1544,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1545,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1546,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1547,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
1548,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1549,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1550,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1551,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
1552,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1553,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1555,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1556,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1557,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1558,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1559,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1560,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1561,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1562,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1563,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1568,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1569,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1570,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1571,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1575,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1576,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1577,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1578,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1579,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1580,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1581,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1582,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1583,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1584,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1585,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1586,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1587,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1588,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1589,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1590,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1591,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1592,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1593,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1594,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1595,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1596,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1597,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1598,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1599,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1600,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1601,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1602,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1603,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1604,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1605,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1606,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1607,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1608,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1609,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1610,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1611,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1612,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1613,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1614,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1615,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1616,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1617,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1618,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1619,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1620,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1621,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1622,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Bareland
1623,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1624,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
1625,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
1626,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1627,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1628,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1629,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1630,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1631,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1632,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1633,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1634,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1635,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1636,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1637,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1638,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1639,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1640,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1641,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1642,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1643,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1644,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1645,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1646,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1647,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1648,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1649,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1650,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1651,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1652,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1653,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1654,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1655,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1656,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1657,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1658,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1659,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1661,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1662,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1663,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1664,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1665,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1666,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1667,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1668,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1669,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1670,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1671,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1672,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1673,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1674,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1675,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1676,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1677,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1678,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1679,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1680,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1681,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1682,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1683,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1684,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1685,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1686,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1687,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1688,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1689,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1690,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1691,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1692,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1693,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1694,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1695,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1696,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1697,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1698,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1699,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1700,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
1701,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1702,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
1703,NULL,Cropland,Water,NULL,Water,Bareland,Water,Water
1704,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
1705,NULL,Cropland,Water,NULL,Water,Water,Water,Water
1706,NULL,Cropland,Water,Water,Water,Water,Water,Water
1707,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1708,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1709,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1710,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1711,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1712,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1713,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1714,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1715,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1716,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1717,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1718,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1719,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1720,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1721,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1722,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1723,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1724,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1725,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1726,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1727,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1728,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1729,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1730,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1731,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1732,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1733,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1734,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1735,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1736,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1737,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1738,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1739,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1740,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1741,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1742,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1743,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1744,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1745,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1746,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1747,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1748,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
