Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
1696,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1697,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1698,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1699,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1700,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1701,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1702,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1703,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1704,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1705,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1706,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1707,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1708,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1709,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1710,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1711,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1712,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1713,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1714,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1715,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1718,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1721,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1722,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1724,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1726,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1727,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1728,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1729,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1730,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1731,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1732,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1733,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1734,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1735,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1736,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1737,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1738,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1739,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1740,Water,NULL,Water,Water,Water,NULL,NULL,Water
1741,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1742,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1743,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1744,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1745,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1746,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1748,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1749,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1750,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1751,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1752,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1753,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1754,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1755,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1756,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1757,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1758,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1759,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1760,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1762,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1763,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1764,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1765,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1766,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1767,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1768,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1769,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1770,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1771,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1772,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1773,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1774,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1775,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1776,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1777,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1778,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1779,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1780,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1781,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1782,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1784,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1786,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1787,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1788,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1789,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1790,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1791,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1792,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1793,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1794,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1795,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1796,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1797,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1798,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1799,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1800,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1801,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1802,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1803,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1804,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1807,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1808,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1809,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
1810,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1811,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1812,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1813,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1814,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1815,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1816,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1817,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1818,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1819,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1820,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1821,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1822,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1823,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1824,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1825,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1826,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1827,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1828,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1829,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1830,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1831,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1832,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1833,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1834,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1835,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1836,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1837,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1838,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1839,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1840,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1841,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1842,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1843,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1844,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1845,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1846,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1847,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1848,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1849,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1850,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1851,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1852,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1854,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1855,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1856,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1857,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1858,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1859,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1860,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1861,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1862,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1863,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1864,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1865,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1866,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1867,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1868,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1869,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1870,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1871,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1872,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1873,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1874,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1875,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1876,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1877,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1879,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1880,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1881,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1882,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1883,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1884,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1885,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1886,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1887,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1888,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1889,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1890,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1891,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1892,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1893,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1894,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1895,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1897,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1898,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1899,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1900,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1902,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1903,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1904,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1905,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1906,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1907,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1908,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1909,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1910,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1911,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1913,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1914,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1915,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1916,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1917,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1918,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1919,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1920,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1922,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1923,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1925,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1926,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1927,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1928,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1929,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1930,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1931,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1932,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1934,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1936,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1937,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1938,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1939,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1940,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1941,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1942,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1943,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1944,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1945,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1946,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1947,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1948,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1949,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1950,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1951,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1952,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1954,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1955,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1956,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1957,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1958,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1959,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1960,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1961,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1962,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1963,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1965,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1966,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1967,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1968,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1969,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1970,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1971,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1972,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1973,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1974,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1975,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1976,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1977,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1978,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1979,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1980,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1981,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1982,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1983,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1984,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1985,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1986,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1987,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1988,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1989,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1990,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1991,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1992,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1993,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1994,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1995,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1996,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1997,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1998,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1999,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2000,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2001,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2002,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2003,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2004,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2005,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2006,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2007,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2008,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2009,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2010,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2011,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2012,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2013,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2015,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2017,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2018,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2019,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2020,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2021,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2022,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2023,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2024,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2025,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2026,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2027,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2028,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2029,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2030,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2031,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2032,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2033,Water,Water,Water,NULL,Water,NULL,NULL,Water
2034,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2035,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2036,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2037,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2038,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2039,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2040,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2041,Water,Water,Water,Water,Water,NULL,NULL,NULL
2042,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2043,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2044,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2045,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2046,Water,Water,Water,Water,Water,NULL,NULL,Water
2047,Water,Water,Water,Water,Water,NULL,NULL,Forest
2048,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2049,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2050,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2051,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2052,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2053,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2054,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2055,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2057,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
