Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLP_M_R
4198,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
4199,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
4200,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4201,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
4202,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
4203,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
4204,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4205,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4206,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4207,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
4208,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4209,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4210,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4211,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
4212,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
4213,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4214,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4215,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
4216,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4217,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4218,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4219,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4220,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4221,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4222,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4223,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
4224,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4225,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
4226,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4227,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4228,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
4229,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
4230,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4231,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4232,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4233,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4234,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4235,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Forest,Grassland
4236,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
4237,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4238,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4239,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4240,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4241,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4242,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4243,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4244,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4245,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4246,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4247,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4248,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4249,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4250,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
4251,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
4252,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4253,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4254,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4255,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4256,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4257,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4258,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4259,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
4260,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
4261,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
4262,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
4263,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
4264,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
4265,Grassland,NULL,Water,NULL,Water,NULL,Forest,Grassland
4266,Grassland,NULL,Water,NULL,Water,NULL,Forest,Wetland
4267,Grassland,NULL,Water,NULL,Water,NULL,Forest,Forest
4268,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
4269,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Bareland
4270,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Water
4271,Grassland,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
4272,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4273,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4274,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
4275,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
4276,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
4277,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Water
4278,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4279,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Forest
4280,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
4281,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Built-up
4282,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4283,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
4284,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Water
4285,Grassland,NULL,Water,NULL,Water,Water,NULL,Water
4286,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
4287,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
4288,Grassland,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
4289,Grassland,NULL,Water,Non_Water,Water,Bareland,Forest,Wetland
4290,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
4291,Grassland,NULL,Water,Water,Water,NULL,Forest,Grassland
4292,Grassland,NULL,Water,Water,Water,NULL,Forest,Wetland
4293,Grassland,NULL,Water,Water,Water,NULL,Forest,Water
4294,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
4295,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Water
4296,Grassland,NULL,Water,Water,Water,Grassland,NULL,Forest
4297,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4298,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
4299,Grassland,NULL,Water,Water,Water,Water,Forest,Grassland
4300,Grassland,NULL,Water,Water,Water,Forest,Forest,Water
4301,Grassland,NULL,Water,Water,Water,Forest,Forest,Forest
4302,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4303,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4304,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4305,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4306,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4307,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4308,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4309,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4310,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4311,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4312,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4313,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4314,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4315,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4316,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4317,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4318,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
4319,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4320,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
4321,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4322,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4323,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4324,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
4325,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4326,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4327,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4328,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4329,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4330,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4331,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4332,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
4333,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4334,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4335,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4336,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4337,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4338,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4339,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4340,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4341,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4342,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4343,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4344,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4345,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
4346,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4347,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4348,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4350,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4354,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4355,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4356,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4357,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4358,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4359,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4360,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4361,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4362,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4363,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4364,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4365,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4366,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4367,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4368,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4369,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
4370,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4371,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4372,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4373,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4374,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4375,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4376,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4377,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4378,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4379,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4380,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4381,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4382,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4383,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4384,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4385,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
4386,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4387,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4388,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4389,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4390,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4391,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4392,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4393,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4394,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4395,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4396,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4397,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
4398,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4399,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4400,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4401,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4402,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4403,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4404,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4405,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4406,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4407,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4408,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4409,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4410,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4411,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4412,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4413,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4414,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4415,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4416,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4417,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4418,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4419,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
4420,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4421,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4422,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4423,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4424,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4425,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4426,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4427,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
4428,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
4429,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4430,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4431,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4432,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4433,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4434,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4435,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4436,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4437,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
4438,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4439,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4440,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4441,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4442,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4443,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4444,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4445,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4446,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4447,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
4448,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
4449,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4450,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4451,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4452,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4453,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4454,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4455,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
4456,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
4457,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
4458,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4459,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4460,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4461,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4462,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4463,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
4464,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4465,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4466,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4467,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4468,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4469,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4470,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4471,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
4472,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4473,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4474,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4475,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
4476,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4477,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4478,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4479,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
4480,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
4481,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
4482,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
4483,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
4484,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4485,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4486,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
4487,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
4488,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
4489,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Cropland
4490,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
4491,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
4492,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
4493,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4494,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4495,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4496,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Cropland
4497,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
4498,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
4499,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4500,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Water
4501,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
4502,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
4503,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4504,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4505,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4506,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4507,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4508,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4509,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4510,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4511,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4512,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4513,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4514,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4515,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4516,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4517,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4518,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4519,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4520,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4521,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4522,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4523,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4524,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4525,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
