Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWA_M_R
1491,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1492,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1493,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1494,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1495,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1496,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1497,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1498,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1499,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1500,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1501,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1502,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1503,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1504,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1505,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1506,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1507,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1508,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1509,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1510,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1511,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1512,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1513,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1514,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1515,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1516,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1517,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1518,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1519,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1520,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1521,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1522,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1523,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1524,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1525,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1526,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1527,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1528,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
1529,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1530,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1531,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1532,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1533,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1534,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1535,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1536,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1537,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1538,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1539,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1540,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1541,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1542,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1543,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1544,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1545,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1546,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1547,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1548,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1549,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1550,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1551,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1552,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1553,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1554,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
1555,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1556,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1557,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1558,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1559,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1560,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1561,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1562,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1563,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
1564,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1565,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1566,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1567,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1568,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1569,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1570,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1572,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1573,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1574,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1575,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1576,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1577,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1578,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1579,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1580,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1581,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1582,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1583,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1584,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1585,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1586,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1587,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1588,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1589,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1590,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1591,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1592,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1593,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1594,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1595,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1596,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1597,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1598,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1599,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1600,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1601,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1602,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1603,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1604,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1605,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1606,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1607,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1608,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1609,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1610,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1611,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1617,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1618,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1619,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1620,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1621,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1622,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1623,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1624,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1625,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1626,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1627,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1628,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1629,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1630,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1631,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1632,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1633,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1634,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1635,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
1636,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1637,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1638,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1639,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1640,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1641,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1642,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1643,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1645,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1646,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1647,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1648,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1649,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1650,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1651,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1652,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1653,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1654,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1655,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1656,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1657,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1658,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1659,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1660,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1661,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1662,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1663,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1664,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1665,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1666,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1667,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1668,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1669,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1670,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1671,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1672,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1673,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1674,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1675,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1676,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1677,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1678,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1679,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1680,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1681,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1682,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1683,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1684,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1685,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1686,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1687,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1688,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1689,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1690,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1691,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1692,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1693,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
1694,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1695,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1696,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1697,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1698,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1699,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1700,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1701,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1702,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
1703,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1704,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1705,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1706,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1707,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1708,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1709,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1710,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1711,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1712,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1713,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1714,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1715,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1716,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1717,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1718,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1719,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1720,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1721,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1722,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1723,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1724,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1725,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1726,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1727,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1728,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Water
1729,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1730,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1731,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1732,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1733,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1734,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1735,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1736,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1737,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1738,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1739,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1740,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1741,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1742,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1743,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1744,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1745,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1746,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1747,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1748,Forest,Forest,Water,NULL,Water,Water,Water,Water
1749,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1750,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
1751,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1752,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1753,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1754,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1755,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1756,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1757,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1758,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1759,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1760,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1761,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1762,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1763,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1764,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1765,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1766,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1767,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1768,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1769,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1770,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1771,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1772,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
1773,Forest,Forest,Water,Water,Water,NULL,Water,Water
1774,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1775,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1776,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1777,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1778,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1779,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1780,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1781,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1782,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1783,Forest,Forest,Water,Water,Water,Water,Water,Water
1784,Forest,Forest,Water,Water,Water,Water,Water,Forest
1785,Forest,Forest,Water,Water,Water,Water,Forest,Water
1786,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1787,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1788,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1789,Forest,Forest,Water,Water,Water,Forest,Water,Water
1790,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1791,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1792,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1793,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1794,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1795,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1796,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1797,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1798,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1799,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1800,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1801,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1802,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1803,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1804,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1805,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1806,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1807,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1808,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1809,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1810,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1811,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1812,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1813,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1814,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1815,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1816,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1817,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1818,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1819,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1820,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1821,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1822,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1823,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1824,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1825,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1826,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1827,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1828,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1829,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1830,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1831,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1832,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1833,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1834,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1835,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1836,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1837,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1838,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1839,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1840,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1841,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1842,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1843,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1844,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1845,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
