Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Bareland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
544,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
546,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
547,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
549,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
552,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
562,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
564,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
567,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
577,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
578,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
581,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
592,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
615,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
619,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
621,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Built-up
625,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
639,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
640,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
641,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
642,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
643,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
644,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
645,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
653,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
654,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
655,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
656,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
