Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R
5486,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
5487,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
5488,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
5489,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
5490,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
5491,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
5492,Grassland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
5493,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5494,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
5495,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5496,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5497,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
5498,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
5499,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Cropland
5500,Grassland,NULL,Wetland,Water,Wetland,Cropland,Forest,Wetland
5501,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5502,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5503,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5504,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
5505,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
5506,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
5507,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
5508,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
5509,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
5510,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5511,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
5512,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
5513,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
5514,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
5515,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Water
5516,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5517,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5518,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5519,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5520,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
5521,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
5522,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5523,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5524,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5525,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5526,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
5527,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
5528,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,NULL
5529,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
5530,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Water
5531,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Forest
5532,Grassland,NULL,Water,NULL,Water,NULL,Grassland,NULL
5533,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
5534,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Cropland
5535,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
5536,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
5537,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Cropland
5538,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,NULL
5539,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
5540,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Cropland
5541,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Forest
5542,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
5543,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
5544,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Cropland
5545,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
5546,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
5547,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
5548,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Cropland
5549,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
5550,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Forest
5551,Grassland,NULL,Water,NULL,Water,Shrubland,Forest,NULL
5552,Grassland,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
5553,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5554,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
5555,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
5556,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
5557,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5558,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
5559,Grassland,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
5560,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
5561,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Forest
5562,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5563,Grassland,NULL,Water,NULL,Water,Water,NULL,Wetland
5564,Grassland,NULL,Water,NULL,Water,Water,Shrubland,NULL
5565,Grassland,NULL,Water,NULL,Water,Water,Shrubland,Grassland
5566,Grassland,NULL,Water,NULL,Water,Water,Shrubland,Forest
5567,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
5568,Grassland,NULL,Water,NULL,Water,Water,Grassland,Cropland
5569,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
5570,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
5571,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
5572,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
5573,Grassland,NULL,Water,NULL,Water,Water,Water,Forest
5574,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
5575,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
5576,Grassland,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
5577,Grassland,NULL,Water,Non_Water,Water,NULL,Shrubland,Cropland
5578,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,NULL
5579,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
5580,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
5581,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,NULL
5582,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
5583,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Cropland
5584,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Cropland
5585,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
5586,Grassland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
5587,Grassland,NULL,Water,Non_Water,Water,Shrubland,NULL,Cropland
5588,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
5589,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Cropland
5590,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
5591,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
5592,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
5593,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
5594,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
5595,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,NULL
5596,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Cropland
5597,Grassland,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
5598,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
5599,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
5600,Grassland,NULL,Water,Non_Water,Water,Grassland,Shrubland,NULL
5601,Grassland,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
5602,Grassland,NULL,Water,Non_Water,Water,Grassland,Shrubland,Cropland
5603,Grassland,NULL,Water,Non_Water,Water,Grassland,Shrubland,Forest
5604,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
5605,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
5606,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
5607,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,NULL
5608,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
5609,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
5610,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
5611,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5612,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5613,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5614,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
5615,Grassland,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
5616,Grassland,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
5617,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,NULL
5618,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
5619,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Cropland
5620,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,NULL
5621,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
5622,Grassland,NULL,Water,Non_Water,Water,Water,NULL,NULL
5623,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
5624,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
5625,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Forest
5626,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
5627,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,Cropland
5628,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
5629,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
5630,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,NULL
5631,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
5632,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Cropland
5633,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Water
5634,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,NULL
5635,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
5636,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Cropland
5637,Grassland,NULL,Water,Non_Water,Water,Water,Water,NULL
5638,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
5639,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
5640,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
5641,Grassland,NULL,Water,Non_Water,Water,Water,Forest,NULL
5642,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Cropland
5643,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Forest
5644,Grassland,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
5645,Grassland,NULL,Water,Non_Water,Water,Forest,Water,Wetland
5646,Grassland,NULL,Water,Non_Water,Water,Forest,Water,Forest
5647,Grassland,NULL,Water,Water,Water,NULL,Shrubland,Grassland
5648,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
5649,Grassland,NULL,Water,Water,Water,NULL,Grassland,Cropland
5650,Grassland,NULL,Water,Water,Water,NULL,Water,Wetland
5651,Grassland,NULL,Water,Water,Water,NULL,Water,Water
5652,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
5653,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
5654,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
5655,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
5656,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Cropland
5657,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
5658,Grassland,NULL,Water,Water,Water,Shrubland,Water,Water
5659,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
5660,Grassland,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
5661,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
5662,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
5663,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
5664,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
5665,Grassland,NULL,Water,Water,Water,Wetland,Forest,Wetland
5666,Grassland,NULL,Water,Water,Water,Wetland,Forest,Water
5667,Grassland,NULL,Water,Water,Water,Water,NULL,Water
5668,Grassland,NULL,Water,Water,Water,Water,Shrubland,Grassland
5669,Grassland,NULL,Water,Water,Water,Water,Shrubland,Wetland
5670,Grassland,NULL,Water,Water,Water,Water,Shrubland,Water
5671,Grassland,NULL,Water,Water,Water,Water,Shrubland,Forest
5672,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
5673,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
5674,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
5675,Grassland,NULL,Water,Water,Water,Water,Water,Water
5676,Grassland,NULL,Water,Water,Water,Water,Water,Forest
5677,Grassland,NULL,Water,Water,Water,Water,Forest,Wetland
5678,Grassland,NULL,Water,Water,Water,Water,Forest,Forest
5679,Grassland,NULL,Water,Water,Water,Forest,Water,Water
5680,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5681,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5682,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5683,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5684,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5685,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5686,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5687,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5688,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5689,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5690,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5691,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5692,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5693,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5694,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5695,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5696,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5697,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5698,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5699,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5700,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5701,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5702,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5703,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5704,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5705,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5706,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5707,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5708,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5709,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5710,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5711,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5712,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5713,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5714,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5715,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5716,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5717,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
5718,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
5719,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5720,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5721,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5722,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5723,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5724,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5725,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5726,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5727,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5728,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5729,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5730,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5731,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5732,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5733,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5734,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5735,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5736,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5741,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5742,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5743,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5744,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5745,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5746,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5747,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5748,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5749,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5750,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5751,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5752,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5753,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5754,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5755,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
5756,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5764,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5765,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5766,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5767,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5768,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5769,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5770,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5771,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5772,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
5773,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5774,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5775,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
5776,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5777,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5778,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5779,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5780,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5781,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5782,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5783,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5784,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5785,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5786,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5787,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5788,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5789,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5790,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5791,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5792,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
5793,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5794,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5795,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5796,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5797,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
5798,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5799,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5800,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
5801,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5802,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
5803,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
5804,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5805,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5806,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5807,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5808,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5809,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5810,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5811,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5812,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5813,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5814,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
5815,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5816,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
5817,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5818,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
5819,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
5820,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
5821,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5822,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5823,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
