Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
1136,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1137,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1138,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1139,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1140,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1141,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1143,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1144,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1146,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1147,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1149,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1150,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1151,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1153,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1155,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1156,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1157,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1158,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1159,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1161,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1163,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1164,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1165,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1166,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1167,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1168,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1169,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1170,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1171,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1172,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1173,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1174,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1175,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1176,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1177,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1178,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1179,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1181,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1183,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1185,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1186,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1187,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1188,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
1189,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
1190,Grassland,Water,Water,NULL,Water,NULL,NULL,Bareland
1191,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
1192,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
1193,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1194,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1195,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1196,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
1197,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
1198,Grassland,Water,Water,Water,Water,NULL,NULL,Bareland
1199,Grassland,Water,Water,Water,Water,NULL,NULL,Water
1200,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
1201,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1203,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1204,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1205,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1206,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1207,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1208,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1209,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1210,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1211,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1212,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1213,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1214,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1217,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1218,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1219,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1221,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1222,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1223,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1224,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1225,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1227,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1228,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1229,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1231,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1232,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1233,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1234,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1235,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1236,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1237,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1239,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1243,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1244,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1245,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1247,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1248,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1249,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1250,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1253,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1254,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1255,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1256,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1257,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1258,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1259,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1260,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1261,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1262,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1263,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1264,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1265,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1266,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1267,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1268,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1269,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1270,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1273,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1274,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1276,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1278,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1280,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1281,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1282,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1283,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1284,Grassland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1285,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1286,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1287,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1288,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1289,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1290,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1291,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1292,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1293,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
1294,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1295,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1296,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1298,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1299,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1300,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1301,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1302,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1304,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1305,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1306,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1307,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1308,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1309,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1310,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1311,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1313,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1314,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1315,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1316,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1317,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1318,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1319,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1320,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1321,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1323,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1325,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1326,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1327,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1328,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1329,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1330,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1331,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1333,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1334,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1335,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1336,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1337,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1338,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1339,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1340,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1341,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1344,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1346,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1347,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1348,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1349,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1350,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1352,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1354,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1355,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1356,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1357,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1358,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1359,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1360,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1361,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1362,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1363,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1364,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1365,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1366,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1367,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1368,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1369,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1370,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1371,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1372,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1373,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1374,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1377,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1378,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1381,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1382,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1383,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1384,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1385,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1386,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1387,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1388,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1389,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1390,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1391,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1392,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1393,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1394,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1395,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1396,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1397,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1398,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1399,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1401,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1402,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1404,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1405,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1406,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1408,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1409,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1410,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1411,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1412,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1413,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1414,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1415,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1416,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1418,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1419,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1420,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1421,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1422,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1423,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1424,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1426,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1427,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1428,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1429,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1430,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1431,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1433,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1434,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1435,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1436,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1437,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1438,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1439,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1440,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1441,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1443,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1444,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1445,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1446,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1447,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1448,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1449,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1450,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1451,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1452,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1453,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1454,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1455,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1456,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1457,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1458,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1459,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1460,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1462,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1463,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1465,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1466,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1467,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1468,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1469,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1470,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1471,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1472,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1473,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
