Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVQ_M_R
3726,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3727,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3728,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3729,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3730,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3731,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3732,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3733,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3734,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3735,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3736,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3737,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3738,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3739,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3740,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3741,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3742,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3743,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3744,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3745,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3746,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3747,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3748,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3749,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3750,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3751,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3752,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3753,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3754,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3755,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3756,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3757,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3758,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3759,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3760,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3761,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3762,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3763,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3764,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3765,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3766,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3767,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3768,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3769,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3770,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3771,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3772,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3773,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3774,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3775,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3776,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3777,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3778,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3779,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3780,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3781,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3782,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3783,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3784,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3785,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3786,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3787,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3788,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3789,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3790,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3791,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3792,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3793,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3794,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3795,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3796,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3797,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3798,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3799,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3800,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3801,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3802,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3803,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3804,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3805,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3806,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3807,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3808,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3809,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3810,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3811,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
3812,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3813,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
3814,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
3815,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3816,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3817,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3818,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3819,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3820,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3821,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3822,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3823,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3824,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3825,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3826,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3827,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3828,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3829,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3830,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3831,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3832,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3833,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3834,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3835,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3836,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3837,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3838,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3839,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3840,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3841,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3842,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3843,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3844,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3845,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3846,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3847,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3848,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3849,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3850,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3851,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3852,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3853,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3854,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3855,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3856,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3857,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3858,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3859,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3860,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3861,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3862,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3863,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3864,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3865,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3866,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3867,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3868,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3869,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3870,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3871,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3872,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3873,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3874,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3875,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3876,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3877,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
3878,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
3879,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3880,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
3881,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3882,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
3883,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3884,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3885,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3886,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3887,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3888,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3889,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3890,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3891,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3892,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3893,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3894,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
3895,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3896,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
3897,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3898,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3899,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3900,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3901,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3902,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
3903,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3904,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3905,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3906,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3907,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3908,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3909,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3910,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3911,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3912,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3913,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3914,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3915,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3916,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3917,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
3918,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
3919,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3920,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
3921,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3922,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3923,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
3924,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3925,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
3926,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3927,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3928,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3929,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
3930,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
3931,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3932,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
3933,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
3934,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3935,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
3936,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3937,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3938,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3939,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3940,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
3941,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
3942,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
3943,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
3944,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
3945,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3946,Cropland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
3947,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3948,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3949,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
3950,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
3951,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3952,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3953,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
3954,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3955,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
3956,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3957,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
3958,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3959,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3960,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3961,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,NULL
3962,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3963,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
3964,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
3965,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
3966,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
3967,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
3968,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
3969,Cropland,NULL,Wetland,Water,Wetland,Water,Water,NULL
3970,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3971,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3972,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
3973,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3974,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3975,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3976,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3977,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3978,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3979,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
3980,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3981,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3982,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3983,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3984,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3985,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3986,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3987,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3988,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3989,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3990,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3991,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3992,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3993,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3994,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3995,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3996,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3997,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3998,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3999,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4000,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4001,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4002,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4003,Cropland,NULL,Water,Water,Water,Water,Water,Water
4004,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4005,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4006,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4007,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4008,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4009,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4010,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4011,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4012,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4013,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4014,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4015,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4016,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4017,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4018,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4019,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
4020,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4021,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4022,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4023,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4024,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4025,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4026,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4027,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4028,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4029,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4030,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4031,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4032,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4033,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4034,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4035,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4036,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4037,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4038,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4039,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4040,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4041,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4042,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4043,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4044,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4045,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4046,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
