Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZP_M_R
328,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
330,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
331,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
332,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
336,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
337,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
338,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
339,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
343,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
345,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
346,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
347,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
348,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
349,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
351,NULL,NULL,Water,NULL,Water,NULL,Water,Water
352,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
353,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
354,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
357,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
360,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
362,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
364,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
365,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
381,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
383,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
385,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
389,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
391,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
392,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
394,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
395,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
398,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
399,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
401,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
402,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
405,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
407,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
408,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
412,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
413,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
415,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
416,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
417,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
418,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
419,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
420,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
421,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
423,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
425,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
426,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
427,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
429,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
430,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
432,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
433,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
434,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
435,NULL,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
436,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
438,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
439,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
440,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
441,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
444,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
446,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
447,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
448,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
449,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
450,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
451,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
452,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
453,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
454,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
455,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
456,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
457,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
458,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
459,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
460,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
461,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
462,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
463,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
464,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
466,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
467,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
470,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
471,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
472,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
473,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
474,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
475,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
476,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
477,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
478,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
480,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
482,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
483,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
484,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
485,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
486,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
487,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
488,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
489,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
490,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
491,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
492,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
493,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
494,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
495,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
496,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
497,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
498,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
499,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
500,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
501,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
502,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
504,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
506,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
508,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
511,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
573,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
575,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
576,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
577,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
578,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
579,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
580,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
581,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
582,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
583,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
584,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
585,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
586,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
587,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
588,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
589,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
590,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
591,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
592,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
593,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
594,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
596,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
597,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
598,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
603,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
604,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
606,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
607,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
608,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
609,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
610,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
612,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
613,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
614,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
615,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
616,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
617,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
618,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
620,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
621,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
622,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
623,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
624,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
625,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
626,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
627,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
628,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
629,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
630,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
631,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
632,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
633,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
634,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
636,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
637,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
639,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
640,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
641,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
642,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
643,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
644,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
647,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
648,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
649,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
651,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
652,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
653,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
655,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
656,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
657,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
658,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
659,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
