Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
356,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
362,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
369,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Bareland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
378,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
394,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
395,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
397,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
398,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
399,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
400,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Forest
401,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
402,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
403,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
406,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
407,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
408,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
409,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
410,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
411,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
434,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
451,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
453,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
455,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
462,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
463,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
468,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
472,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
474,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
475,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
477,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
478,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
479,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
483,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
484,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
487,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
488,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
489,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
492,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
493,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
494,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
496,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
497,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
498,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
499,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
500,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
501,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
502,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
503,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
504,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
505,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
507,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
508,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
512,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
514,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
516,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
517,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Cropland,Bareland,Grassland
519,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
520,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
521,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
522,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
523,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
524,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
525,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
526,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
527,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
528,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
529,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
530,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
531,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
532,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
533,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
534,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
536,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
537,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
538,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
539,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
540,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
541,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
542,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
543,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
544,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
545,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
546,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
547,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
548,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
550,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
551,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
552,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
554,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
555,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
556,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
557,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
559,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
561,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
562,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
563,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
565,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
566,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
567,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
568,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
569,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
570,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
572,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
574,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
576,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
577,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
578,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
579,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
580,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
582,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
583,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
584,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
585,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
587,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
588,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
589,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
590,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
592,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
593,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
594,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
595,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
596,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Bareland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
598,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
600,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
601,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
602,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
603,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
604,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
605,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
606,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
608,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
609,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
610,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Wetland
611,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
612,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
613,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
614,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
615,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
616,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
617,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
618,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
619,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
620,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
621,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Wetland
622,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Water
623,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
624,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
625,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
626,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Wetland
627,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
645,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
646,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
648,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
649,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
652,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
655,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
658,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
660,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
661,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
662,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
663,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
664,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
665,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
