Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXF_M_R
4504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
4508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4509,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4510,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4511,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4512,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4513,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4514,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4515,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
4516,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4517,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4518,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4519,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4520,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4521,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4522,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4523,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4524,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4525,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4526,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4527,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4528,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
4529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
4530,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4535,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4536,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4537,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4538,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
4539,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4540,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4541,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4542,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4543,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4544,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4545,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4548,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4549,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4550,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4551,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4552,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4553,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4554,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4555,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4556,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4582,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4583,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4584,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4585,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4592,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
4612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4635,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4636,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4637,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4638,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4639,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4640,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4641,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4642,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4643,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4644,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4645,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4646,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
4647,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4648,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4649,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4650,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4651,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4652,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4653,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4654,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4655,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
4656,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
4657,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4658,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4659,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
4660,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4661,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4662,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
4663,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4664,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4665,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4666,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4667,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4668,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4669,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4670,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4671,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4672,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4673,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4674,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4675,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4676,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4677,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4678,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4679,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4680,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4681,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4682,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4683,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4684,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4685,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4686,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4687,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4688,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4689,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4690,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4691,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4692,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4693,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4694,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4695,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4696,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4697,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4708,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4709,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4710,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4711,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4712,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4713,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4714,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4715,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4716,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4717,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4718,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4719,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4720,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4721,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4722,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4723,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4724,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4725,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4726,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4727,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4728,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4729,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4730,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4731,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4732,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4733,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4734,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4735,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4736,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4737,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4738,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4739,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4740,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4741,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4742,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4743,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4744,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4745,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4746,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4747,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4748,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4749,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4750,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4751,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4752,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4753,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4754,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4755,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4756,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4757,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4758,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4759,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4760,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4761,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4762,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4763,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4764,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4765,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4766,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4767,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4768,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4769,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4770,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4771,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4772,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4773,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4774,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4775,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4776,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4777,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4778,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4779,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4780,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4781,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4782,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4783,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4784,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4791,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4792,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4793,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4794,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4795,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4796,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4797,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4798,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
