Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMH_M_R
1378,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1379,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1380,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Bareland
1381,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
1382,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Water
1383,Forest,Wetland,Water,NULL,Water,Grassland,Bareland,Grassland
1384,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
1385,Forest,Wetland,Water,Water,Water,Forest,Bareland,Grassland
1386,Forest,Wetland,Water,Water,Water,Forest,Bareland,Bareland
1387,Forest,Wetland,Water,Water,Water,Forest,Bareland,Water
1388,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1389,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1390,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1391,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1392,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1393,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1394,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1395,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1396,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1397,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1398,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1399,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1400,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1401,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1402,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1403,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1404,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1405,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1406,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1407,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
1408,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1409,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1410,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1411,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1412,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1413,Forest,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1414,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1415,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1416,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1417,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1418,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1424,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1425,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1426,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1427,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1428,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1429,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1430,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1431,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1432,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1433,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1434,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1435,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1436,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1437,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1438,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1439,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1440,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1441,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1442,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1443,Forest,Built-up,Water,Water,Water,Grassland,Bareland,Water
1444,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1445,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Water
1446,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1447,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1448,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1449,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1450,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1451,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1452,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1453,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1454,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1455,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1456,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1457,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1458,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1459,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1460,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1461,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1462,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1463,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1464,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1465,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1466,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1467,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1468,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
1469,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1470,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1471,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1472,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
1473,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1474,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1475,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1476,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1478,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
1479,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1480,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1481,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1482,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1483,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1484,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1485,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1486,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1487,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1488,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1489,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1490,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1491,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1492,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1493,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1494,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1495,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1496,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1497,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1498,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1499,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1500,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1501,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1502,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Bareland
1503,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1504,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1505,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1506,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1507,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1508,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1509,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1510,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1511,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1512,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1513,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1514,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1515,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1516,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1517,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1518,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1519,Forest,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1520,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1521,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1522,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1523,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1524,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1525,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1526,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
1527,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1528,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1529,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1530,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1531,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1532,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1533,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1534,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1535,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1536,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Grassland
1537,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
1538,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1539,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1540,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1541,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
1542,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1543,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1544,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
1545,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1546,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1547,Forest,Water,Water,NULL,Water,NULL,Bareland,Bareland
1548,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
1549,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
1550,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1551,Forest,Water,Water,NULL,Water,Grassland,Bareland,Grassland
1552,Forest,Water,Water,NULL,Water,Grassland,Bareland,Water
1553,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
1554,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1555,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1556,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1557,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
1558,Forest,Water,Water,NULL,Water,Water,Bareland,Water
1559,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
1560,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1561,Forest,Water,Water,NULL,Water,Water,Water,Forest
1562,Forest,Water,Water,NULL,Water,Water,Forest,Water
1563,Forest,Water,Water,NULL,Water,Forest,Bareland,Bareland
1564,Forest,Water,Water,NULL,Water,Forest,Bareland,Water
1565,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
1566,Forest,Water,Water,Water,Water,NULL,NULL,Water
1567,Forest,Water,Water,Water,Water,NULL,Bareland,Water
1568,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
1569,Forest,Water,Water,Water,Water,Shrubland,Bareland,Water
1570,Forest,Water,Water,Water,Water,Grassland,Bareland,Grassland
1571,Forest,Water,Water,Water,Water,Grassland,Bareland,Bareland
1572,Forest,Water,Water,Water,Water,Grassland,Bareland,Water
1573,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
1574,Forest,Water,Water,Water,Water,Water,Bareland,Water
1575,Forest,Water,Water,Water,Water,Forest,Bareland,Grassland
1576,Forest,Water,Water,Water,Water,Forest,Bareland,Bareland
1577,Forest,Water,Water,Water,Water,Forest,Bareland,Water
1578,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1580,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1581,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1582,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1583,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1584,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1585,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1586,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1587,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1588,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1589,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1590,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1591,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1592,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1593,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1594,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1595,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1596,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1597,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1598,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1599,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1600,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1601,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1602,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1603,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1604,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1605,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1606,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1607,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1608,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1609,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1610,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1611,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1612,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1613,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1614,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1615,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1616,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1617,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1618,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1619,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1620,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1621,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1622,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1623,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1624,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1625,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1626,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1627,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1628,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1629,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1630,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1631,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
1632,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1633,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1634,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1635,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
1636,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
1637,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1638,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Water
1639,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1640,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1641,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1642,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1643,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1644,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1645,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1646,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1647,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1648,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1649,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1650,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Grassland
1651,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Bareland
1652,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
1653,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1659,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1660,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
1661,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1662,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1663,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1668,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1669,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1670,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1671,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1672,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
1673,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1676,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1677,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1678,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1679,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1680,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1681,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1682,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1683,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1684,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1685,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1686,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1687,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1688,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1689,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1690,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1691,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1692,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1693,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1694,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1695,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1696,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1698,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1699,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1716,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1717,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1718,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1719,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1720,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1721,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1722,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Water
