Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHU_M_R
3912,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3913,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
3914,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3915,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3916,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3917,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3918,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3919,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3920,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3921,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3922,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3923,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3924,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3925,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3926,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3927,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3928,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3929,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3930,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3931,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3932,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3933,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3934,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3935,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3936,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3937,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3938,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3939,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3940,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3941,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3942,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Water
3943,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3944,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3945,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3946,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3947,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3948,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3949,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3950,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3951,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3952,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3953,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
3954,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3955,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3956,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3957,NULL,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
3958,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3959,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3960,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3961,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3962,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
3963,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3964,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3965,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3966,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3967,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3968,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3969,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3970,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3971,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3972,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3973,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3974,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3975,NULL,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3976,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
3977,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3978,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3979,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3980,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
3981,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3982,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3983,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3984,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3985,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3986,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3987,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3988,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3989,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3990,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3991,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3992,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3993,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3994,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3995,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
3996,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
3997,NULL,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3998,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3999,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4000,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4001,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4002,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4003,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4004,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4005,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
4006,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4007,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4008,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4009,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
4010,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4011,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4012,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
4013,NULL,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4014,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4015,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4016,NULL,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
4017,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4018,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4019,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
4020,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4021,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4022,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4023,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4024,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
4025,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
4026,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4027,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4028,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4029,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4030,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4031,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4032,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4033,NULL,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4034,NULL,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4035,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
4036,NULL,Water,Wetland,Water,Wetland,NULL,Water,Forest
4037,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
4038,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
4039,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
4040,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
4041,NULL,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
4042,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4043,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4044,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
4045,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4046,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
4047,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4048,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
4049,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4050,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4051,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4052,NULL,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
4053,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4054,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
4055,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
4056,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Bareland
4057,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
4058,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Forest
4059,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
4060,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Water
4061,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4062,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
4063,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4064,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
4065,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
4066,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
4067,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
4068,NULL,Water,Wetland,Water,Wetland,Forest,Water,Forest
4069,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4070,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4071,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
4072,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4073,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4074,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4075,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4076,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Water
4077,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4078,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4079,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4080,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4081,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
4082,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4083,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4084,NULL,Water,Water,NULL,Water,NULL,Shrubland,Forest
4085,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4086,NULL,Water,Water,NULL,Water,Grassland,Forest,Grassland
4087,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
4088,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
4089,NULL,Water,Water,NULL,Water,Bareland,Water,Water
4090,NULL,Water,Water,NULL,Water,Water,Wetland,Wetland
4091,NULL,Water,Water,NULL,Water,Water,Water,Wetland
4092,NULL,Water,Water,NULL,Water,Forest,Water,Water
4093,NULL,Water,Water,Non_Water,Water,NULL,Water,Forest
4094,NULL,Water,Water,Non_Water,Water,Bareland,Water,Water
4095,NULL,Water,Water,Non_Water,Water,Forest,Water,Forest
4096,NULL,Water,Water,Water,Water,NULL,NULL,Forest
4097,NULL,Water,Water,Water,Water,NULL,Water,Forest
4098,NULL,Water,Water,Water,Water,Grassland,NULL,Forest
4099,NULL,Water,Water,Water,Water,Grassland,Water,Water
4100,NULL,Water,Water,Water,Water,Grassland,Water,Forest
4101,NULL,Water,Water,Water,Water,Wetland,NULL,Forest
4102,NULL,Water,Water,Water,Water,Water,Water,Bareland
4103,NULL,Water,Water,Water,Water,Forest,NULL,Forest
4104,NULL,Water,Water,Water,Water,Forest,Water,Forest
4105,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4106,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4107,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4108,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4109,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4110,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4111,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4112,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4113,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4114,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4115,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4116,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4117,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4118,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4119,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4120,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4121,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4122,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4123,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4124,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4125,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4126,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4127,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4128,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4129,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4130,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4131,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4132,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4133,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4134,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4135,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4136,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4137,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4138,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4139,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4140,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4141,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4142,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4143,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4144,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4145,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4146,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4147,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4148,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4149,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4150,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4151,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4152,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4153,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4154,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4155,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4156,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4157,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4158,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4159,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4160,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4161,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4162,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4163,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4164,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4165,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4166,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4167,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4168,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4169,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4170,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4171,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4172,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4173,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4174,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4175,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4176,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4177,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4178,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4179,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4180,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4181,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4182,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4183,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4184,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4185,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4186,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4187,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4188,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4189,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4190,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4191,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
4192,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4193,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4194,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4195,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4196,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4197,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4198,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4199,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4200,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4201,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4202,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4203,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4204,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4205,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4206,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4207,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4208,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4209,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4210,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4211,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4212,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4213,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4214,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4215,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4216,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4217,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4218,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4219,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4220,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4221,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4222,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4223,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4224,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4225,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4226,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4227,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4228,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4229,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4230,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4231,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4232,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4233,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4234,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4235,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4236,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4237,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4238,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4239,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4240,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4241,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4242,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4243,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4244,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4245,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4246,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4247,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4248,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4249,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4250,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4251,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
4252,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4253,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
