Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
323,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
324,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
325,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
326,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
327,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
330,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
331,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
332,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
333,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
334,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
335,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
336,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
337,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
338,NULL,NULL,Water,Water,Water,Water,Water,Grassland
339,NULL,NULL,Water,Water,Water,Water,Water,Wetland
340,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
344,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
351,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
354,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
357,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
359,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
361,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
364,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
378,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
383,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
385,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
389,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
391,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
392,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
394,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
398,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
399,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
400,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
401,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
402,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
404,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
405,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
407,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
410,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
413,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
421,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
424,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
427,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
432,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
433,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
434,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
435,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
436,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
437,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
439,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
441,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
442,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
443,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
444,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
445,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
446,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
447,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
448,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
449,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
451,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
452,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
453,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
454,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
455,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
456,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
457,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
458,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
459,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
460,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
461,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
462,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
463,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
464,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
494,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
495,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
496,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
497,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
499,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
500,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
501,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
502,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
503,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
504,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
505,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
506,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
508,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
509,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
520,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
522,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
524,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
525,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
526,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
527,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
528,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
529,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
530,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
531,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
533,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
534,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
535,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
538,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
539,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
546,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
548,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
549,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
550,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Forest
551,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
558,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
559,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
560,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
561,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
562,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
563,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
564,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
565,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
566,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
567,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
569,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
572,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
573,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
574,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
575,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
576,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
579,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
580,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
581,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
582,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
584,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
599,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
601,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
604,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
605,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
606,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
607,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
608,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
609,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
610,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
612,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
614,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
615,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
616,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
617,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
618,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
619,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
620,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
621,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
622,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
623,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
624,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
625,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
626,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Bareland
636,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Bareland
637,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Cropland
638,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
639,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
640,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Grassland
641,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Bareland
642,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
643,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
644,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
645,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
646,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
647,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
648,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
649,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
650,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
651,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
652,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
