Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRM_M_R
1655,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1656,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Cropland
1657,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
1658,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
1659,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1660,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1661,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
1662,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1663,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1664,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1665,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1666,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1667,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1668,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1669,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1670,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1671,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1672,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1673,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1674,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
1675,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1676,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1677,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1678,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1679,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1680,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
1681,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1682,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1683,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1684,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1685,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1686,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1687,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1688,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1689,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1690,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1691,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1692,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1693,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1694,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1695,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1696,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1697,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1698,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
1699,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1700,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1701,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1702,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
1703,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1704,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
1705,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1706,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1707,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
1708,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1709,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
1710,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1711,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1712,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
1713,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1714,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1715,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1716,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1717,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1718,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
1719,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1720,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1721,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1722,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1723,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1724,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1725,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1726,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1727,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1728,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1729,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
1730,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1731,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1732,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1733,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
1734,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1735,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
1736,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1737,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1738,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1739,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
1740,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1741,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1742,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
1743,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1744,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
1745,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1746,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1747,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1748,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1749,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1750,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1751,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1752,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
1753,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1754,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
1755,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1756,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1757,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1758,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1759,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1760,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1761,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1762,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1763,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1764,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
1765,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1766,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1767,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1768,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1769,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,NULL
1770,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
1771,NULL,NULL,Wetland,Water,Wetland,NULL,Water,NULL
1772,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1773,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
1774,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
1775,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1776,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1777,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1778,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1779,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1780,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1781,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1782,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1783,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1784,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1785,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
1786,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1787,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1788,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1789,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1790,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
1791,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1792,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,NULL
1793,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1794,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
1795,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
1796,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1797,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1798,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1799,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1800,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1801,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1802,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Grassland
1803,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
1804,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1805,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1806,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1807,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1808,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1809,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1810,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1811,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1812,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1813,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1814,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1815,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1816,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Cropland
1817,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Water
1818,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1819,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
1820,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1821,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1822,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1823,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
1824,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1825,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
1826,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1827,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1828,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1829,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1830,NULL,NULL,Wetland,Water,Wetland,Water,Water,NULL
1831,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1832,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
1833,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1834,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1835,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1836,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1837,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
1838,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1839,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1840,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1841,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1842,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1843,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1844,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1845,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1846,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1847,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1848,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1849,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1850,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
1851,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1852,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1853,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
1854,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1855,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
1856,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1857,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1858,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1859,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1860,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1861,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1862,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1863,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1864,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
1865,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
1866,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1867,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1868,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1869,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1870,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1871,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1872,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1873,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1874,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1875,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1876,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1877,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1878,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1879,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
1880,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1881,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1882,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1883,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1884,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
1885,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1886,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1887,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1888,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1889,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1890,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1891,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1892,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1893,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1894,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1895,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1896,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
1897,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1898,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
1899,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
1900,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1901,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1902,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1903,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1904,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1905,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1906,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1907,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1908,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1909,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1910,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1911,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1912,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1913,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
1914,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1915,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1916,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1917,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1918,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1919,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1920,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,NULL
1921,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1922,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
1923,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1924,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1925,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
1926,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
1927,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1928,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
1929,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
1930,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Cropland
1931,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Wetland
1932,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1933,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1934,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1935,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1936,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1937,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1938,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1939,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1940,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1941,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1942,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1943,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1944,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1945,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1946,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1947,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1948,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1949,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1950,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
1951,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1952,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1953,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1954,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1955,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1956,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1957,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1958,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1959,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1960,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1961,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1962,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1963,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1964,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1965,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1966,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1967,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1968,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1969,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1970,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1971,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1972,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
1973,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1974,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1975,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1976,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1977,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1978,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1979,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1980,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1981,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1982,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1983,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1984,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1985,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1986,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1987,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1988,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1989,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1990,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1991,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1992,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1993,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1994,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
