Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R
6893,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6894,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6895,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6896,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6897,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6898,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6899,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6900,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6901,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6902,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6903,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6904,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6905,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6906,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6907,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6908,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6909,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6910,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6911,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6912,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6913,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6914,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6915,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6916,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6917,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6918,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6919,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6920,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6921,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6922,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6923,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
6924,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6925,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
6926,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6927,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6928,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6929,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6930,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6931,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6932,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6933,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6934,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6935,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6936,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6937,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6938,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6939,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6940,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6941,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6942,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6943,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6944,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6945,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6946,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6947,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6948,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6949,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6950,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6951,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6952,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6953,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6954,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6955,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6956,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6957,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6958,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6959,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6960,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6961,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6962,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6963,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6964,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6965,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6966,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6967,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6968,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6969,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6970,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6971,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6972,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6973,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
6974,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6975,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6976,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6977,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6978,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6979,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6980,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6981,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6982,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6983,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6984,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6985,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6986,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6987,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6988,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6989,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6990,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6991,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6992,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6993,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6994,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6995,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6996,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6997,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6998,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6999,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7000,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7001,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7002,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7003,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7004,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7005,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7006,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7007,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7030,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7031,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7032,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7033,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
7034,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7035,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7036,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7037,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7038,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
7039,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7040,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
7041,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7042,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7043,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7044,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
7045,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7046,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
7047,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7048,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7049,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
7050,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
7051,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
7052,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7053,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7054,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7055,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7056,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
7057,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7058,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7059,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7060,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7061,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7062,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7063,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7064,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
7065,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7066,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7067,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7068,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7069,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7075,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7083,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7084,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7085,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7086,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7087,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7088,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7089,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7090,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7091,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7092,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7093,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7094,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7095,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7096,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7097,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7099,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
7100,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7101,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7102,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7103,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7104,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7105,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7106,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7107,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7108,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7109,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7110,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7111,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7112,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
7113,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7114,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7115,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7116,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7117,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7118,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7119,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
7120,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7121,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7122,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7123,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7124,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7125,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7126,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7127,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7128,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7129,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7130,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7131,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7132,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7133,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7134,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7135,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7136,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7137,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7138,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
7139,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7140,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7141,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7142,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7143,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7144,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7145,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7146,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7147,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7148,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7149,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7150,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7151,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7152,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7153,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7154,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7155,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
7156,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7157,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7158,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7159,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7160,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
7161,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7162,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
7163,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7164,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7165,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7166,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
7167,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
7168,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
7169,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
7170,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
7171,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7172,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7173,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7174,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7175,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7176,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
7177,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7178,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7179,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7180,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7181,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7182,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7183,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7184,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
7185,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7186,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7187,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7188,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7189,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7190,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7191,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7192,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7193,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7194,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7195,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7196,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7197,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7198,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7199,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7200,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7201,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7202,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7203,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7204,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7205,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
