Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKL_M_R
2514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2517,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2518,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2519,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2520,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2521,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2522,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2523,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2524,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2525,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2526,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2527,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2528,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2529,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2530,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2531,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2532,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2533,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
2537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2538,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2539,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2540,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2541,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2542,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2543,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2544,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2545,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2546,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2547,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2550,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2551,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2553,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2554,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2555,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2564,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2565,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2566,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2567,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2569,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2570,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2571,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2572,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2573,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2574,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2575,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2576,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2577,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2578,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2579,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2580,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2581,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2582,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2583,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2584,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2585,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2586,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2587,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2588,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2589,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2590,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
2591,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2592,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2593,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2594,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2595,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2596,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2597,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2598,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2599,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2600,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
2601,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2602,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2603,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2604,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2605,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2606,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2607,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2608,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2609,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2610,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2611,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2612,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2613,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2614,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2615,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2616,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2617,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2618,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2619,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2620,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2621,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2622,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2623,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2624,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2625,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2626,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2627,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2628,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2629,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2630,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2631,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2632,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2633,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2634,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2635,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2636,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2637,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2638,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2639,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2640,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2641,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2642,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2643,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2644,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2645,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2646,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2647,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2648,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2649,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2650,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2651,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2652,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2654,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2655,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2656,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2657,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2658,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2659,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2660,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2661,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2662,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2663,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2664,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2665,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2666,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2667,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2668,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2669,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2670,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2671,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2672,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2673,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2674,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2675,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2676,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2677,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2678,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2679,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2680,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2681,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2682,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2683,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2684,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
2685,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2686,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2687,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2688,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2689,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2690,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2691,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2692,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2693,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2694,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2695,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2696,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2697,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2698,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2699,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2700,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2701,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2702,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2703,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2704,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2705,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2706,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2707,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2708,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2709,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2710,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2711,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2712,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2713,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2714,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2715,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2716,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2717,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2718,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2719,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2720,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2721,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2722,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2723,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2724,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2725,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2726,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2727,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2728,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2729,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2730,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2731,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2732,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2733,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2734,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2735,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2736,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2740,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2741,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2742,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2743,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2744,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2745,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2746,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2747,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2748,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2749,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2750,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2751,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2752,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2753,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2754,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2755,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2756,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2764,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2765,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2766,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2767,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2768,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2769,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2770,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2771,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2772,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2773,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2774,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2775,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2776,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2777,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2778,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2779,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2780,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2781,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2782,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2783,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2784,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2785,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2786,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2787,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2788,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2789,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2790,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2791,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2792,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2793,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2794,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2795,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2796,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2797,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2798,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2799,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2800,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2801,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2802,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2803,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2804,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2805,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2806,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2807,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2808,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2809,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2810,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2811,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2812,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2813,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2814,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2815,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2816,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2817,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2818,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2819,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2820,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2821,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2822,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2823,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2824,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2825,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2826,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2827,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2828,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2829,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2830,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2831,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
