Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXN_M_R
324,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
325,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
326,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
327,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
329,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
330,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
337,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
338,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
339,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
342,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
344,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
346,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
347,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
350,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
352,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
355,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
356,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
357,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
361,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
363,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
364,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
365,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
366,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
367,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
368,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
369,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
370,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
371,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
372,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
374,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
375,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
376,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
377,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
378,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
379,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
380,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
381,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
382,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
383,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
384,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
385,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
386,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
387,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
388,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
390,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
391,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
392,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
393,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
394,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
395,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
396,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
400,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
403,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
406,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
410,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
414,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
415,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
416,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
417,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
418,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
419,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
421,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
422,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
423,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
424,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
425,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
426,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
427,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
428,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
430,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
431,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
434,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
435,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
436,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
437,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
438,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
445,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
446,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
448,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
451,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
454,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
455,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
471,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
473,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
474,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
475,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
476,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
477,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
478,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
479,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
482,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
483,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
485,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
486,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
487,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
490,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
491,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
493,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
495,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
497,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
499,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
500,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
501,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
502,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
503,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
504,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
505,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
506,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
507,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
508,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
509,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
510,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
511,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
512,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
513,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
514,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
515,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
516,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
517,NULL,NULL,Water,Water,Water,Grassland,Water,Water
518,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
519,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
520,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
521,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
522,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
523,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
524,NULL,NULL,Water,Water,Water,Bareland,Forest,Forest
525,NULL,NULL,Water,Water,Water,Water,Grassland,Water
526,NULL,NULL,Water,Water,Water,Water,Water,Bareland
527,NULL,NULL,Water,Water,Water,Water,Water,Water
528,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
529,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
535,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
536,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
544,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
546,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
547,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
548,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
550,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
553,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
554,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
561,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
566,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
572,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
579,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
586,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
587,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
588,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
592,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
594,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
596,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
597,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
598,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
599,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
601,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
602,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
604,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
605,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
606,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
607,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
608,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
609,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
610,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
612,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
614,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
615,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
617,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
619,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
620,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
621,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
622,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
623,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
624,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
625,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
626,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
627,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
628,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
629,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
630,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
631,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
632,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
633,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
634,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
635,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
636,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
637,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
638,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
641,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
642,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
643,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
644,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
645,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
646,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
647,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
648,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
649,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
650,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
651,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
652,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
653,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
654,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
655,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
656,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
657,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
659,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
660,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Water
661,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
662,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Water
663,NULL,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
